0,38,18
0,39,13
0,38,16
0,33,13
0,33,16
0,31,9
1,43,17
1,39,15
0,36,23
1,33,33
1,42,23
0,37,19
0,36,31
0,40,13
0,34,14
1,32,18
1,34,28
1,33,29
0,31,22
0,32,14
1,36,23
0,34,32
0,38,18
0,34,20
1,41,5
1,35,23
0,37,20
0,33,15
0,34,17
1,40,12
1,35,17
0,30,26
1,42,12
1,33,28
0,28,22
1,36,17
1,40,22
0,36,21
0,31,19
1,34,24
1,37,30
0,36,16
1,31,30
0,23,21
0,40,22
1,46,11
0,32,22
1,37,21
1,32,20
0,46,8
1,36,20
0,31,13
1,34,17
1,30,21
0,36,26
1,38,20
1,35,21
0,37,14
1,39,20
1,29,22
0,39,27
0,28,27
1,35,28
1,37,26
0,32,26
0,20,33
1,30,24
1,45,14
1,38,28
1,40,22
1,41,20
1,37,18
0,37,13
0,39,22
1,42,11
1,40,18
0,31,16
1,33,34
1,33,23
1,34,13
1,43,12
0,37,16
0,34,13
1,40,8
0,38,11
0,42,18
1,39,18
1,40,26
0,39,12
1,39,23
1,33,33
0,34,23
1,41,15
0,37,30
0,28,20
1,41,14
1,41,10
0,42,15
1,31,24
0,32,27
1,34,12
0,31,18
0,35,7
0,32,30
0,26,21
1,39,43
0,34,22
1,33,32
1,42,28
0,35,16
0,41,17
1,34,27
1,42,20
1,39,18
0,40,19
1,34,22
1,39,22
1,48,10
0,29,16
0,38,15
0,35,21
0,31,23
0,33,23
1,36,25
1,36,34
0,25,19
1,34,26
1,36,16
1,39,26
0,31,16
1,38,10
1,43,9
1,43,19
1,36,20
0,44,13
1,34,29
0,33,13
0,32,27
1,37,24
0,33,21
0,33,23
1,38,19
0,25,19
0,32,10
0,32,8
1,38,20
1,42,25
0,41,24
1,36,21
1,45,25
1,42,18
0,35,8
0,40,22
0,41,20
0,44,14
1,40,25
0,34,10
0,40,22
1,50,17
0,36,27
0,33,7
1,40,26
1,43,19
1,42,30
1,42,15
1,43,21
0,34,15
0,25,20
0,35,11
0,33,20
0,37,26
0,35,15
0,42,19
1,30,32
1,38,19
1,45,20
0,39,21
0,36,29
0,37,21
0,31,24
0,35,13
0,28,16
1,32,21
1,42,24
0,32,15
1,39,21
0,37,10
0,35,18
0,34,25
1,34,31
0,36,21
0,35,20
1,38,19
1,48,14
1,38,26
0,26,22
0,38,31
1,39,17
1,47,16
1,46,31
1,39,16
0,46,27
1,38,24
0,31,18
1,34,19
1,46,11
0,36,14
0,49,24
1,40,22
0,32,31
1,40,14
1,43,12
1,39,20
0,36,14
1,39,18
1,40,10
1,45,34
0,38,18
1,37,13
0,35,30
1,33,31
1,28,20
1,40,24
1,36,15
0,33,11
0,33,18
1,35,20
0,35,23
1,36,37
1,39,27
1,46,16
1,43,31
1,41,14
1,36,25
1,40,15
0,35,23
1,41,20
1,39,27
1,37,22
1,43,26
0,41,14
0,34,19
1,46,19
0,39,25
1,51,16
1,42,12
1,37,21
0,33,21
0,35,19
1,45,12
0,41,23
1,46,13
1,39,33
1,33,37
0,42,22
1,40,18
1,36,15
1,45,10
1,39,25
1,52,22
1,47,22
1,45,20
1,35,29
1,37,22
1,41,25
0,37,10
1,38,22
1,41,13
1,50,9
0,29,24
1,43,23
0,34,24
0,36,28
0,35,16
1,40,25
0,36,16
1,47,22
1,36,20
1,38,24
1,45,10
1,48,14
1,36,30
1,47,26
0,29,26
1,43,26
1,46,27
1,37,13
1,43,15
0,36,16
1,37,23
1,43,17
0,36,28
1,38,20
1,43,29
1,40,21
1,44,18
0,40,9
0,34,20
1,48,22
1,36,30
0,33,28
0,35,14
0,31,35
1,42,37
1,36,26
1,35,24
1,32,21
0,36,18
1,36,30
0,44,8
1,43,30
1,48,15
0,32,27
1,48,21
1,38,13
0,38,15
1,37,37
1,47,22
1,33,17
1,34,18
1,34,31
0,38,4
0,28,16
1,41,14
1,35,16
1,43,16
1,45,16
1,45,16
0,37,12
1,42,15
1,43,12
1,43,14
0,36,14
1,41,20
1,40,15
0,42,19
0,28,21
1,54,15
1,41,18
1,43,20
1,38,32
1,46,28
1,42,5
0,42,20
1,45,10
1,43,12
1,42,17
1,45,18
1,44,31
1,44,23
1,48,26
0,43,17
1,32,28
1,45,19
1,43,17
1,44,7
0,37,20
0,47,8
1,41,18
1,37,25
1,44,28
1,41,27
0,36,17
1,33,26
1,39,32
1,47,26
1,36,12
1,33,28
1,40,19
0,36,24
0,35,10
1,45,20
1,38,17
1,42,21
1,40,27
0,35,22
1,34,32
1,37,22
1,43,22
0,39,33
1,47,14
1,47,14
1,44,24
1,45,20
1,41,16
1,42,11
1,46,19
0,40,11
1,32,23
1,42,20
1,42,18
1,33,32
1,33,32
1,41,25
1,37,15
0,34,19
1,41,17
0,37,9
1,38,14
0,30,28
0,33,10
1,35,29
0,33,18
0,38,17
1,42,17
0,29,15
1,36,10
1,36,18
1,34,29
1,42,18
1,42,34
1,40,13
1,35,36
0,33,23
0,29,22
0,45,15
1,45,22
1,36,15
1,41,12
0,38,15
1,37,19
0,33,16
1,38,22
1,36,19
1,38,19
1,41,9
0,44,17
1,39,15
0,34,17
1,35,16
1,37,22
1,44,25
1,44,18
0,45,9
1,39,25
0,32,15
1,38,16
1,41,34
1,39,19
0,34,15
1,32,25
0,41,5
0,33,18
1,36,14
1,52,13
1,39,23
1,42,32
0,40,17
1,43,18
0,31,20
1,36,32
1,34,20
1,43,10
1,37,29
1,36,20
0,37,17
1,43,10
1,36,24
1,38,22
1,40,23
1,38,28
1,40,13
1,51,17
1,40,15
1,40,19
1,42,18
1,42,18
0,32,20
0,31,10
1,53,7
1,38,16
1,48,9
1,39,20
1,38,20
1,46,21
0,32,9
1,35,25
1,45,20
1,36,25
0,38,23
0,34,7
0,33,16
0,31,19
0,36,14
1,34,21
1,38,28
1,41,17
1,39,28
1,53,22
1,35,11
1,40,18
1,39,13
1,37,17
0,30,21
1,39,18
1,42,7
1,34,19
1,30,25
1,37,12
1,43,14
1,41,13
1,32,34
0,37,20
0,35,16
0,33,7
1,45,17
1,35,19
1,32,21
1,36,23
0,34,18
1,44,20
0,36,20
0,33,22
1,44,24
1,47,9
0,44,6
1,38,18
0,31,27
1,35,25
1,42,26
1,46,10
1,38,25
1,39,18
1,40,13
1,42,18
0,33,13
1,42,14
1,41,16
0,29,16
0,32,10
0,35,7
1,41,31
1,33,24
1,42,17
1,34,29
1,34,24
0,34,13
1,34,12
1,40,28
1,47,16
0,37,20
0,34,21
0,34,17
0,33,26
1,32,24
1,44,20
1,40,22
1,37,22
1,42,24
0,47,13
0,40,23
1,40,12
1,50,13
1,37,27
1,39,23
1,43,24
1,39,23
1,46,10
1,40,23
0,41,7
1,41,27
0,33,25
1,37,21
0,39,11
1,42,21
1,38,20
1,40,7
1,34,20
0,47,10
0,36,32
1,43,21
1,39,6
1,44,22
1,32,17
0,35,19
1,36,27
0,31,27
1,40,17
1,45,10
0,42,14
0,33,31
1,33,21
1,37,28
1,41,28
1,36,17
1,39,21
0,32,29
0,34,14
1,35,18
1,44,21
1,41,17
0,30,21
1,35,18
1,38,19
0,35,17
1,44,18
1,37,4
1,35,14
0,30,19
1,36,15
0,34,15
0,29,25
1,37,15
1,42,10
1,40,18
0,36,11
1,32,24
0,36,22
0,29,16
0,34,13
1,29,14
0,35,19
1,37,18
1,35,16
1,39,19
1,35,14
1,37,20
0,37,22
1,41,21
0,35,16
1,39,12
1,38,14
1,30,30
0,37,16
0,36,11
1,33,23
1,31,20
1,34,38
1,43,21
1,40,17
0,33,22
1,34,13
1,36,21
1,38,17
0,34,30
1,44,22
0,36,25
0,39,11
0,29,13
1,41,19
1,33,20
0,36,12
1,34,29
1,39,7
1,39,26
1,38,21
0,31,31
1,38,13
1,44,12
0,43,14
1,34,22
1,40,25
1,42,22
0,38,19
1,36,12
0,35,20
1,36,20
0,36,18
1,37,15
1,39,14
1,39,21
0,33,12
1,39,21
1,41,16
1,43,7
0,31,24
0,32,16
0,38,18
0,31,18
1,42,10
1,40,20
0,39,17
0,44,9
0,43,12
0,38,19
0,35,26
0,37,22
1,40,17
0,41,21
1,37,21
1,49,11
1,35,21
1,39,19
1,37,20
0,35,25
0,31,25
0,40,15
0,36,25
1,37,16
0,38,22
0,36,25
1,47,11
0,24,23
1,40,23
0,33,20
0,29,27
1,35,19
1,46,18
1,42,22
0,31,14
1,36,23
1,36,21
0,25,32
1,40,18
0,34,20
0,36,26
0,38,12
1,45,12
1,45,19
0,35,9
0,35,16
0,44,28
0,36,18
0,35,18
0,37,16
0,41,19
1,44,22
0,44,12
0,42,14
1,48,13
1,37,23
0,43,14
0,39,22
0,31,19
0,37,15
1,38,25
0,45,24
0,34,18
0,46,23
1,43,13
1,48,11
0,38,12
0,39,12
0,39,17
1,40,14
0,41,12
0,40,13
0,33,9
0,36,8
1,45,14
1,42,17
0,33,23
0,36,22
0,37,13
0,39,14
0,41,11
0,40,13
0,35,22
1,37,26
1,37,21
0,43,22
0,44,17
0,29,25
0,36,20
0,34,18
0,42,28
1,42,16
0,29,14
0,31,30
0,40,16
0,33,15
0,30,24
0,26,27
1,42,13
1,37,15
0,39,17
1,30,21
0,36,18
0,39,25
0,34,17
1,41,12
0,40,18
1,36,20
1,34,18
0,44,10
1,40,12
1,39,13
1,47,10
0,35,6
0,37,17
1,44,17
0,35,10
0,31,17
1,36,11
0,39,14
1,38,20
0,30,17
0,35,16
1,42,18
