Donnell Harvey,F,6-8,220,22.0,2
Vincent Yarbrough,F,6-7,210,22.0,0
Predrag Savovic,G,6-6,225,27.0,0
Juwan Howard,F,6-9,260,30.0,8
Junior Harrington,G,6-4,190,22.0,0
Rodney White,F,6-9,230,23.0,1
Darrick Martin,G,5-11,170,32.0,8
Kenny Satterfield,G,6-2,170,22.0,1
Chris Andersen,F-C,6-10,220,24.0,1
George McCloud,F,6-8,230,36.0,12
Nikoloz Tskitishvili,F,7-0,225,20.0,0
Marcus Camby,C-F,6-11,225,29.0,6
Zendon Hamilton,F-C,6-11,250,28.0,2
Mark Blount,C,7-0,250,27.0,2
Nene,F-C,6-11,260,20.0,0
Ryan Bowen,F,6-9,220,27.0,3
James Posey,G-F,6-8,215,26.0,3
