L,MAY 05, 1993,1992-93,Playoffs,00,BOS @ CHH,44,82,2,3,13,19,15,0,22,6,8,17,22,103,6,8,12,15,74,201,28
L,MAY 03, 1993,1992-93,Playoffs,00,BOS @ CHH,36,84,5,13,12,14,11,0,22,2,7,17,19,89,6,8,12,15,74,201,28
L,MAY 01, 1993,1992-93,Playoffs,00,BOS vs. CHH,41,105,0,8,16,17,23,0,19,6,4,10,21,98,6,8,12,15,74,201,28
W,APR 29, 1993,1992-93,Playoffs,00,BOS vs. CHH,48,88,0,4,16,19,9,0,24,4,6,11,25,112,6,8,12,15,74,201,28
L,MAY 09, 1993,1992-93,Playoffs,00,BKN @ CLE,37,89,4,16,11,15,15,None,16,7,4,8,21,89,13,13,12,5,79,218,28
W,MAY 07, 1993,1992-93,Playoffs,00,BKN vs. CLE,44,84,5,9,3,3,10,None,31,12,14,20,15,96,13,13,12,5,79,218,28
L,MAY 05, 1993,1992-93,Playoffs,00,BKN vs. CLE,34,74,3,8,13,16,7,0,21,7,5,16,24,84,13,13,12,5,79,218,28
W,MAY 01, 1993,1992-93,Playoffs,00,BKN @ CLE,37,67,2,5,25,35,9,0,17,9,5,18,20,101,13,13,12,5,79,218,28
L,APR 29, 1993,1992-93,Playoffs,00,BKN @ CLE,37,84,1,3,23,25,14,0,24,7,4,18,24,98,13,13,12,5,79,218,28
L,JUN 04, 1993,1992-93,Playoffs,00,NYK @ CHI,35,71,1,8,17,25,16,None,23,7,1,19,23,88,8,4,2,9,78,214,28
L,JUN 02, 1993,1992-93,Playoffs,00,NYK vs. CHI,36,73,2,6,20,35,11,None,24,3,4,14,24,94,8,4,2,9,78,214,28
L,MAY 31, 1993,1992-93,Playoffs,00,NYK @ CHI,35,74,5,16,20,26,12,None,24,7,4,17,31,95,8,4,2,9,78,214,28
L,MAY 29, 1993,1992-93,Playoffs,00,NYK @ CHI,30,69,3,9,20,32,12,None,19,6,5,20,30,83,8,4,2,9,78,214,28
W,MAY 25, 1993,1992-93,Playoffs,00,NYK vs. CHI,33,65,4,7,26,38,13,None,19,5,5,13,29,96,8,4,2,9,78,214,28
W,MAY 23, 1993,1992-93,Playoffs,00,NYK vs. CHI,36,65,6,11,20,32,15,None,20,10,3,23,22,98,8,4,2,9,78,214,28
W,MAY 18, 1993,1992-93,Playoffs,00,NYK vs. CHH,39,84,3,8,24,31,14,None,25,9,6,16,28,105,8,4,2,9,78,214,28
W,MAY 16, 1993,1992-93,Playoffs,00,NYK @ CHH,36,66,0,4,22,24,7,None,25,7,8,21,27,94,8,4,2,9,78,214,28
L,MAY 14, 1993,1992-93,Playoffs,00,NYK @ CHH,47,109,3,13,9,12,23,None,23,7,4,25,33,106,8,4,2,9,78,214,28
W,MAY 12, 1993,1992-93,Playoffs,00,NYK vs. CHH,43,101,2,11,17,23,23,None,31,12,1,17,25,105,8,4,2,9,78,214,28
W,MAY 09, 1993,1992-93,Playoffs,00,NYK vs. CHH,42,84,4,9,23,30,13,None,33,8,7,16,12,111,8,4,2,9,78,214,28
W,MAY 06, 1993,1992-93,Playoffs,00,NYK @ IND,41,88,6,10,21,33,19,None,26,12,4,19,28,109,8,4,2,9,78,214,28
L,MAY 04, 1993,1992-93,Playoffs,00,NYK @ IND,38,92,2,8,15,23,18,0,20,12,1,14,28,93,8,4,2,9,78,214,28
W,MAY 02, 1993,1992-93,Playoffs,00,NYK vs. IND,38,73,4,11,21,29,13,0,32,8,3,15,29,101,8,4,2,9,78,214,28
W,APR 30, 1993,1992-93,Playoffs,00,NYK vs. IND,42,80,3,8,20,27,13,None,29,7,8,10,23,107,8,4,2,9,78,214,28
W,JUN 20, 1993,1992-93,Playoffs,00,CHI @ PHX,39,82,10,14,11,20,12,None,24,6,2,8,26,99,3,12,4,4,79,214,28
L,JUN 18, 1993,1992-93,Playoffs,00,CHI vs. PHX,37,79,8,18,16,24,8,None,20,6,4,9,22,98,3,12,4,4,79,214,28
W,JUN 16, 1993,1992-93,Playoffs,00,CHI vs. PHX,44,83,3,9,20,33,12,None,26,8,5,10,26,111,3,12,4,4,79,214,28
L,JUN 13, 1993,1992-93,Playoffs,00,CHI vs. PHX,55,130,5,13,6,9,27,None,32,8,6,16,29,121,3,12,4,4,79,214,28
W,JUN 11, 1993,1992-93,Playoffs,00,CHI @ PHX,45,89,3,7,18,25,17,None,31,10,7,16,21,111,3,12,4,4,79,214,28
W,JUN 09, 1993,1992-93,Playoffs,00,CHI @ PHX,43,81,3,8,11,19,10,None,28,10,8,12,17,100,3,12,4,4,79,214,28
W,JUN 04, 1993,1992-93,Playoffs,00,CHI vs. NYK,33,70,3,9,27,29,7,None,25,9,5,10,21,96,3,12,4,4,79,214,28
W,JUN 02, 1993,1992-93,Playoffs,00,CHI @ NYK,40,83,1,4,16,23,17,None,19,8,3,14,25,97,3,12,4,4,79,214,28
W,MAY 31, 1993,1992-93,Playoffs,00,CHI vs. NYK,34,72,7,13,30,39,11,None,18,8,3,13,23,105,3,12,4,4,79,214,28
W,MAY 29, 1993,1992-93,Playoffs,00,CHI vs. NYK,31,65,5,8,36,42,7,None,24,8,6,12,25,103,3,12,4,4,79,214,28
L,MAY 25, 1993,1992-93,Playoffs,00,CHI @ NYK,31,72,4,12,25,39,11,None,15,6,1,9,27,91,3,12,4,4,79,214,28
L,MAY 23, 1993,1992-93,Playoffs,00,CHI @ NYK,33,76,5,9,19,25,10,None,17,13,1,15,26,90,3,12,4,4,79,214,28
W,MAY 17, 1993,1992-93,Playoffs,00,CHI @ CLE,39,76,3,6,22,28,12,None,17,8,4,12,27,103,3,12,4,4,79,214,28
W,MAY 15, 1993,1992-93,Playoffs,00,CHI @ CLE,39,78,1,3,17,24,13,None,23,7,5,9,17,96,3,12,4,4,79,214,28
W,MAY 13, 1993,1992-93,Playoffs,00,CHI vs. CLE,44,87,3,8,13,22,16,None,31,12,2,12,24,104,3,12,4,4,79,214,28
W,MAY 11, 1993,1992-93,Playoffs,00,CHI vs. CLE,38,78,0,7,15,16,11,None,20,9,3,9,21,91,3,12,4,4,79,214,28
W,MAY 04, 1993,1992-93,Playoffs,00,CHI @ ATL,39,75,4,11,16,20,10,0,22,10,5,17,22,98,3,12,4,4,79,214,28
W,MAY 02, 1993,1992-93,Playoffs,00,CHI vs. ATL,44,85,7,12,22,27,12,0,33,13,8,11,23,117,3,12,4,4,79,214,28
W,APR 30, 1993,1992-93,Playoffs,00,CHI vs. ATL,48,102,4,11,14,23,27,0,37,4,5,8,21,114,3,12,4,4,79,214,28
L,MAY 17, 1993,1992-93,Playoffs,00,CLE vs. CHI,36,72,4,9,25,32,11,None,27,9,8,14,23,101,12,14,7,2,78,207,28
L,MAY 15, 1993,1992-93,Playoffs,00,CLE vs. CHI,39,81,4,9,8,10,10,None,29,6,8,13,19,90,12,14,7,2,78,207,28
L,MAY 13, 1993,1992-93,Playoffs,00,CLE @ CHI,32,72,2,8,19,23,10,None,19,7,4,16,15,85,12,14,7,2,78,207,28
L,MAY 11, 1993,1992-93,Playoffs,00,CLE @ CHI,33,72,5,16,13,18,10,None,21,3,0,13,21,84,12,14,7,2,78,207,28
W,MAY 09, 1993,1992-93,Playoffs,00,CLE vs. BKN,41,79,2,5,15,21,12,None,27,5,10,13,19,99,12,14,7,2,78,207,28
L,MAY 07, 1993,1992-93,Playoffs,00,CLE @ BKN,33,80,1,3,12,13,6,None,17,11,4,20,10,79,12,14,7,2,78,207,28
W,MAY 05, 1993,1992-93,Playoffs,00,CLE @ BKN,35,84,1,9,22,28,18,0,15,9,2,15,20,93,12,14,7,2,78,207,28
L,MAY 01, 1993,1992-93,Playoffs,00,CLE vs. BKN,37,84,2,11,23,26,18,0,26,12,5,16,26,99,12,14,7,2,78,207,28
W,APR 29, 1993,1992-93,Playoffs,00,CLE vs. BKN,43,84,7,10,21,26,12,0,34,12,8,13,19,114,12,14,7,2,78,207,28
L,MAY 06, 1993,1992-93,Playoffs,00,IND vs. NYK,34,76,5,10,27,35,11,None,25,11,9,18,27,100,2,16,5,12,80,217,27
