101161,Amir Johnson,82,40,42,0.488,17.7,2.5,4.1,0.623,0.0,0.0,0.0,1.2,1.8,0.638,1.9,2.9,4.8,0.6,0.8,0.5,0.8,0.3,3.1,1.8,6.2,0.6,2,0
200745,Andrea Bargnani,80,39,41,0.488,35.0,6.7,14.3,0.47,1.5,4.1,0.372,2.3,2.9,0.774,1.3,4.9,6.2,1.2,1.5,0.3,1.4,0.5,2.7,2.7,17.2,-1.9,10,0
101120,Antoine Wright,67,32,35,0.478,20.8,2.4,6.0,0.406,0.9,2.6,0.335,0.8,1.1,0.688,0.6,2.3,2.8,1.1,0.9,0.4,0.2,0.3,2.0,0.9,6.5,0.0,0,0
2547,Chris Bosh,70,35,35,0.5,36.1,8.6,16.5,0.518,0.1,0.3,0.364,6.7,8.4,0.797,2.9,7.9,10.8,2.4,2.4,0.6,1.0,1.1,2.4,6.5,24.0,0.1,49,0
201942,DeMar DeRozan,77,36,41,0.468,21.6,3.3,6.6,0.498,0.1,0.2,0.25,1.9,2.5,0.763,0.9,2.0,2.9,0.7,0.8,0.6,0.2,0.5,2.3,1.9,8.6,-3.0,0,0
2045,Hedo Turkoglu,74,37,37,0.5,30.7,3.7,9.1,0.409,1.5,3.9,0.374,2.4,3.1,0.774,0.6,4.1,4.6,4.1,1.7,0.7,0.4,0.3,3.0,2.2,11.3,-1.7,2,0
101127,Jarrett Jack,82,40,42,0.488,27.4,3.9,8.2,0.481,1.0,2.4,0.412,2.5,2.9,0.842,0.4,2.3,2.7,5.0,2.0,0.7,0.1,0.5,1.8,2.3,11.4,-1.2,2,0
101181,Jose Calderon,68,31,37,0.456,26.7,4.0,8.4,0.482,1.0,2.5,0.398,1.2,1.5,0.798,0.3,1.8,2.1,5.9,1.5,0.7,0.1,0.4,2.0,1.3,10.3,-0.4,3,0
201158,Marco Belinelli,66,29,37,0.439,17.0,2.3,5.7,0.406,0.9,2.4,0.38,1.5,1.8,0.835,0.2,1.2,1.4,1.3,0.9,0.6,0.1,0.3,1.2,1.6,7.1,1.2,0,0
2556,Marcus Banks,22,12,10,0.545,11.1,1.8,3.3,0.534,0.3,1.1,0.292,1.1,1.3,0.828,0.1,0.9,1.0,1.2,0.9,0.5,0.1,0.2,1.4,1.1,5.0,-0.9,0,0
200753,Patrick O'Bryant,11,4,7,0.364,4.6,0.7,1.4,0.533,0.0,0.1,0.0,0.3,0.5,0.5,0.2,0.8,1.0,0.1,0.5,0.2,0.4,0.2,1.1,0.4,1.7,-1.9,0,0
200822,Pops Mensah-Bonsu,16,6,10,0.375,6.7,0.8,1.8,0.414,0.0,0.0,0.0,0.6,1.1,0.556,0.9,1.0,1.9,0.1,0.6,0.2,0.5,0.3,1.1,0.9,2.1,-1.8,0,0
1725,Rasho Nesterovic,42,19,23,0.452,9.8,1.9,3.5,0.544,0.0,0.0,0.0,0.0,0.1,0.2,0.9,1.2,2.1,0.6,0.4,0.2,0.4,0.1,1.3,0.3,3.9,-2.6,0,0
2501,Reggie Evans,28,11,17,0.393,11.1,1.2,2.5,0.493,0.0,0.0,0.0,1.0,2.1,0.45,1.1,2.7,3.8,0.3,0.8,0.5,0.1,0.3,1.6,2.3,3.4,-0.2,0,0
201603,Sonny Weems,69,32,37,0.464,19.8,3.4,6.6,0.515,0.0,0.2,0.133,0.6,0.9,0.688,0.6,2.2,2.8,1.5,0.9,0.6,0.4,0.4,1.8,0.7,7.5,-0.8,1,0
