Drew Gooden,F,6-10,230,21.0,0
Wesley Person,G-F,6-6,200,32.0,8
Jason Williams,G,6-1,190,27.0,4
Stromile Swift,C-F,6-9,225,23.0,2
Tang Hamilton,F,6-8,205,25.0,1
Eddie Gill,G,6-0,190,24.0,2
Michael Dickerson,G,6-5,190,28.0,4
Gordan Giricek,G,6-6,216,26.0,0
Cezary Trybanski,C,7-2,240,23.0,0
Pau Gasol,F,7-0,227,22.0,1
Chris Owens,F,6-7,245,24.0,0
Robert Archibald,F,6-11,250,23.0,0
Brevin Knight,G,5-10,170,27.0,5
Earl Watson,G,6-1,190,24.0,1
Shane Battier,G-F,6-8,220,24.0,1
Lorenzen Wright,C,6-11,240,27.0,6
Tony Massenburg,C-F,6-9,250,35.0,10
