L,MAY 05, 1995,1994-95,Playoffs,00,BOS vs. ORL,35,82,7,17,15,21,18,None,19,5,3,18,25,92,15,3,12,9,73,197,27
L,MAY 03, 1995,1994-95,Playoffs,00,BOS vs. ORL,25,80,8,18,19,25,21,None,20,4,9,17,23,77,15,3,12,9,73,197,27
W,APR 30, 1995,1994-95,Playoffs,00,BOS @ ORL,39,75,5,13,16,22,12,None,25,6,3,13,25,99,15,3,12,9,73,197,27
L,APR 28, 1995,1994-95,Playoffs,00,BOS @ ORL,28,79,1,8,20,26,15,None,17,6,3,18,27,77,15,3,12,9,73,197,27
L,MAY 21, 1995,1994-95,Playoffs,00,NYK vs. IND,34,68,7,13,20,31,8,None,25,1,8,15,23,95,10,13,6,1,78,213,28
W,MAY 19, 1995,1994-95,Playoffs,00,NYK @ IND,29,58,7,14,27,39,6,None,19,4,6,17,28,92,10,13,6,1,78,213,28
W,MAY 17, 1995,1994-95,Playoffs,00,NYK vs. IND,35,80,7,14,19,23,13,None,18,6,6,12,27,96,10,13,6,1,78,213,28
L,MAY 13, 1995,1994-95,Playoffs,00,NYK @ IND,32,75,6,18,14,22,11,None,23,3,3,10,24,84,10,13,6,1,78,213,28
L,MAY 11, 1995,1994-95,Playoffs,00,NYK @ IND,33,72,10,20,19,33,8,None,24,16,6,17,39,95,10,13,6,1,78,213,28
W,MAY 09, 1995,1994-95,Playoffs,00,NYK vs. IND,30,71,8,20,28,40,10,None,20,14,5,16,30,96,10,13,6,1,78,213,28
L,MAY 07, 1995,1994-95,Playoffs,00,NYK vs. IND,39,79,8,21,19,28,16,None,26,6,8,12,28,105,10,13,6,1,78,213,28
W,MAY 04, 1995,1994-95,Playoffs,00,NYK @ CLE,35,71,13,22,10,17,9,None,26,1,5,17,23,93,10,13,6,1,78,213,28
W,MAY 01, 1995,1994-95,Playoffs,00,NYK @ CLE,27,58,4,13,25,31,6,None,21,6,10,17,30,83,10,13,6,1,78,213,28
L,APR 29, 1995,1994-95,Playoffs,00,NYK vs. CLE,28,60,5,20,23,31,9,None,18,11,3,26,26,84,10,13,6,1,78,213,28
W,APR 27, 1995,1994-95,Playoffs,00,NYK vs. CLE,46,73,4,12,7,12,11,None,30,9,9,19,26,103,10,13,6,1,78,213,28
L,MAY 18, 1995,1994-95,Playoffs,00,CHI vs. ORL,38,79,5,14,21,29,10,None,27,13,6,15,21,102,8,8,4,7,79,216,28
L,MAY 16, 1995,1994-95,Playoffs,00,CHI @ ORL,37,89,3,15,18,26,17,None,24,6,6,7,27,95,8,8,4,7,79,216,28
W,MAY 14, 1995,1994-95,Playoffs,00,CHI vs. ORL,36,80,5,15,29,37,14,None,29,11,7,11,25,106,8,8,4,7,79,216,28
L,MAY 12, 1995,1994-95,Playoffs,00,CHI vs. ORL,38,86,6,19,19,22,10,None,24,5,1,10,27,101,8,8,4,7,79,216,28
W,MAY 10, 1995,1994-95,Playoffs,00,CHI @ ORL,40,79,6,11,18,28,12,None,19,6,5,10,30,104,8,8,4,7,79,216,28
L,MAY 07, 1995,1994-95,Playoffs,00,CHI @ ORL,34,78,6,16,17,21,15,None,23,7,4,18,26,91,8,8,4,7,79,216,28
W,MAY 04, 1995,1994-95,Playoffs,00,CHI vs. CHH,32,80,8,18,13,20,16,None,20,12,2,16,29,85,8,8,4,7,79,216,28
W,MAY 02, 1995,1994-95,Playoffs,00,CHI vs. CHH,42,72,7,12,12,21,13,None,26,8,3,18,27,103,8,8,4,7,79,216,28
L,APR 30, 1995,1994-95,Playoffs,00,CHI @ CHH,32,75,8,21,17,23,11,None,19,4,3,15,27,89,8,8,4,7,79,216,28
W,APR 28, 1995,1994-95,Playoffs,00,CHI @ CHH,41,81,7,14,19,23,7,None,28,4,5,10,25,108,8,8,4,7,79,216,28
L,MAY 04, 1995,1994-95,Playoffs,00,CLE vs. NYK,30,77,9,22,11,19,4,None,21,7,4,7,18,80,16,16,15,2,77,205,29
L,MAY 01, 1995,1994-95,Playoffs,00,CLE vs. NYK,21,64,5,15,34,43,11,None,17,10,6,12,28,81,16,16,15,2,77,205,29
W,APR 29, 1995,1994-95,Playoffs,00,CLE @ NYK,29,53,5,12,27,33,2,None,17,13,0,24,20,90,16,16,15,2,77,205,29
L,APR 27, 1995,1994-95,Playoffs,00,CLE @ NYK,29,73,6,11,15,22,12,None,15,10,1,15,20,79,16,16,15,2,77,205,29
L,JUN 04, 1995,1994-95,Playoffs,00,IND @ ORL,27,73,4,19,23,33,17,None,14,8,4,12,23,81,6,5,11,8,79,213,29
W,JUN 02, 1995,1994-95,Playoffs,00,IND vs. ORL,47,84,9,18,20,27,13,None,34,7,2,12,24,123,6,5,11,8,79,213,29
L,MAY 31, 1995,1994-95,Playoffs,00,IND @ ORL,35,79,7,13,29,36,19,None,22,8,5,12,32,106,6,5,11,8,79,213,29
W,MAY 29, 1995,1994-95,Playoffs,00,IND vs. ORL,32,76,8,21,22,28,14,None,21,7,4,15,22,94,6,5,11,8,79,213,29
W,MAY 27, 1995,1994-95,Playoffs,00,IND vs. ORL,33,62,6,19,33,41,10,None,23,0,1,19,20,105,6,5,11,8,79,213,29
L,MAY 25, 1995,1994-95,Playoffs,00,IND @ ORL,38,78,9,20,29,34,13,None,21,5,3,9,29,114,6,5,11,8,79,213,29
L,MAY 23, 1995,1994-95,Playoffs,00,IND @ ORL,36,76,9,16,20,29,13,None,23,7,0,17,23,101,6,5,11,8,79,213,29
