Randy Brown,G,6-2,190,35.0,11
Anfernee Hardaway,G-F,6-7,215,31.0,9
Joe Johnson,G-F,6-7,235,22.0,1
Stephon Marbury,G,6-2,205,26.0,6
Alton Ford,F,6-9,280,22.0,1
Anthony Goldwire,G,6-2,182,31.0,4
Maurice Baker,G,6-1,185,23.0,0
Dan Langhi,F,6-11,220,25.0,2
Casey Jacobsen,G-F,6-6,215,22.0,0
Tom Gugliotta,F,6-10,250,33.0,10
Jake Tsakalidis,C,7-2,290,24.0,2
Shawn Marion,F,6-7,215,25.0,3
Amar'e Stoudemire,F,6-10,245,20.0,0
Jake Voskuhl,C,6-11,245,25.0,2
Bo Outlaw,F,6-8,220,32.0,9
Scott Williams,F-C,6-10,260,35.0,12
