Alaa Abdelnaby,F,6-10,240,27.0,4
Derrick Alston,C,6-11,225,22.0,0
Dana Barros,G,5-11,163,28.0,5
Shawn Bradley,C,7-6,248,23.0,1
Willie Burton,F,6-8,210,27.0,4
Alphonso Ford,F,6-1,190,23.0,1
Corey Gaines,G,6-3,195,30.0,4
Greg Graham,G,6-4,174,24.0,1
Jeff Grayer,G,6-5,200,29.0,6
Jerome Harmon,G,6-4,190,26.0,0
Jaren Jackson,G,6-4,190,27.0,4
Jeff Malone,G,6-4,205,34.0,11
Tim Perry,F,6-9,200,30.0,6
B.J. Tyler,G,6-1,185,24.0,0
Clar. Weatherspoon,F,6-7,240,24.0,2
Scott Williams,C,6-10,230,27.0,4
Sharone Wright,C,6-11,260,22.0,0
