Howard Eisley,G,6-2,180,30.0,8
Lavor Postell,G-F,6-5,215,25.0,2
Latrell Sprewell,F-G,6-5,195,32.0,10
Toby Bailey,G,6-6,213,27.0,2
Allan Houston,G,6-6,200,32.0,9
Charlie Ward,G,6-2,185,32.0,8
Tim James,F,6-7,214,26.0,3
Frank Williams,G,6-3,205,23.0,0
Othella Harrington,F-C,6-9,235,29.0,6
Antonio McDyess,F,6-9,245,28.0,7
Clar. Weatherspoon,F,6-7,270,32.0,10
Kurt Thomas,F,6-9,235,30.0,7
Mark Pope,C-F,6-10,235,30.0,4
Travis Knight,C,7-0,235,28.0,6
Shandon Anderson,G-F,6-6,210,29.0,6
Michael Doleac,C,6-11,262,26.0,4
