1889,Andre Miller,82,43,39,0.524,34.7,5.2,11.5,0.457,0.1,0.8,0.185,4.2,5.0,0.832,1.5,2.9,4.5,6.1,2.6,1.7,0.3,1.0,2.4,0.0,14.8,2.0,11,1
2546,Carmelo Anthony,82,43,39,0.524,36.5,7.6,17.9,0.426,0.8,2.6,0.322,5.0,6.4,0.777,2.2,3.8,6.1,2.8,3.0,1.2,0.5,1.7,2.7,0.0,21.0,0.8,11,0
2365,Chris Andersen,71,39,32,0.549,14.5,1.3,2.9,0.443,0.0,0.0,0.0,0.9,1.5,0.589,1.3,2.9,4.2,0.5,0.7,0.5,1.6,0.3,1.7,0.0,3.4,-0.2,2,0
1863,Earl Boykins,82,43,39,0.524,22.4,3.9,9.3,0.419,0.7,2.1,0.322,1.7,2.0,0.877,0.5,1.2,1.7,3.6,1.2,0.6,0.0,0.4,1.0,0.0,10.2,0.1,1,0
1922,Francisco Elson,62,36,26,0.581,14.1,1.5,3.2,0.472,0.0,0.0,0.0,0.5,0.7,0.667,1.0,2.2,3.3,0.5,0.6,0.6,0.6,0.3,2.3,0.0,3.5,-0.6,1,0
2244,Jeff Trepagnier,11,5,6,0.455,8.8,0.9,3.5,0.263,0.2,0.4,0.5,0.3,0.5,0.5,0.5,0.8,1.4,0.4,0.5,0.3,0.0,0.5,0.6,0.0,2.3,-2.2,0,0
468,Jon Barry,57,31,26,0.544,19.1,2.1,5.2,0.404,0.9,2.4,0.37,1.1,1.2,0.845,0.4,1.7,2.2,2.6,0.9,1.0,0.1,0.1,1.2,0.0,6.2,0.3,1,0
948,Marcus Camby,72,36,36,0.5,30.1,3.6,7.6,0.477,0.0,0.0,0.0,1.4,1.9,0.721,2.9,7.2,10.1,1.8,1.4,1.2,2.6,0.3,3.3,0.0,8.6,1.0,19,0
998,Mark Pope,4,3,1,0.75,5.0,0.3,0.5,0.5,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.8,0.8,0.0,0.8,0.3,0.0,0.0,2.0,0.0,0.5,-5.0,0,0
1720,Michael Doleac,26,11,15,0.423,13.1,1.5,3.7,0.412,0.0,0.0,0.0,0.5,0.6,0.875,1.1,1.8,2.9,0.5,0.4,0.2,0.2,0.2,2.2,0.0,3.6,-3.8,0,0
2403,Nene,77,40,37,0.519,32.6,4.3,8.2,0.53,0.0,0.0,0.0,3.1,4.6,0.682,2.0,4.5,6.5,2.2,2.4,1.5,0.5,0.9,3.6,0.0,11.8,3.7,12,0
2401,Nikoloz Tskitishvili,39,21,18,0.538,7.8,1.0,3.1,0.328,0.1,0.3,0.273,0.6,0.7,0.793,0.6,1.0,1.6,0.3,0.4,0.2,0.2,0.1,1.3,0.0,2.7,-1.1,0,0
2206,Rodney White,72,38,34,0.528,13.7,3.0,6.5,0.46,0.5,1.2,0.384,1.1,1.4,0.75,0.6,1.7,2.3,0.8,1.1,0.4,0.3,0.4,1.5,0.0,7.5,0.5,0,0
1763,Ryan Bowen,52,28,24,0.538,7.5,0.3,1.0,0.34,0.0,0.0,0.0,0.2,0.2,0.833,0.8,0.9,1.7,0.3,0.1,0.3,0.3,0.1,0.9,0.0,0.9,-0.4,0,0
702,Voshon Lenard,73,38,35,0.521,30.7,5.4,12.8,0.422,1.5,4.0,0.367,2.0,2.5,0.791,0.6,2.1,2.7,2.1,1.4,0.8,0.2,0.6,2.4,0.0,14.2,0.7,0,0
