L,MAY 29, 1992,1991-92,Playoffs,00,CLE vs. CHI,36,82,3,9,19,25,15,None,31,5,8,14,23,94,7,4,2,4,77,202,26
L,MAY 27, 1992,1991-92,Playoffs,00,CLE @ CHI,32,86,5,14,20,23,15,None,18,6,2,16,28,89,7,4,2,4,77,202,26
W,MAY 25, 1992,1991-92,Playoffs,00,CLE vs. CHI,32,67,6,10,29,36,7,None,25,7,6,14,21,99,7,4,2,4,77,202,26
L,MAY 23, 1992,1991-92,Playoffs,00,CLE vs. CHI,36,80,5,10,19,25,11,None,23,10,6,9,22,96,7,4,2,4,77,202,26
W,MAY 21, 1992,1991-92,Playoffs,00,CLE @ CHI,39,79,4,7,25,28,12,None,26,13,5,14,25,107,7,4,2,4,77,202,26
L,MAY 19, 1992,1991-92,Playoffs,00,CLE @ CHI,36,74,2,6,15,22,12,None,28,6,4,14,19,89,7,4,2,4,77,202,26
W,MAY 17, 1992,1991-92,Playoffs,00,CLE vs. BOS,49,83,3,10,21,25,12,None,42,8,11,11,23,122,7,4,2,4,77,202,26
L,MAY 15, 1992,1991-92,Playoffs,00,CLE @ BOS,31,80,3,12,26,28,13,None,17,6,1,15,16,91,7,4,2,4,77,202,26
W,MAY 13, 1992,1991-92,Playoffs,00,CLE vs. BOS,45,81,3,7,21,26,8,None,35,6,10,12,14,114,7,4,2,4,77,202,26
W,MAY 10, 1992,1991-92,Playoffs,00,CLE @ BOS,43,79,2,8,26,32,8,None,25,8,5,14,25,114,7,4,2,4,77,202,26
L,MAY 08, 1992,1991-92,Playoffs,00,CLE @ BOS,43,75,3,7,18,22,None,None,28,5,3,11,23,107,7,4,2,4,77,202,26
L,MAY 04, 1992,1991-92,Playoffs,00,CLE vs. BOS,38,73,3,8,19,24,6,None,28,8,7,12,14,98,7,4,2,4,77,202,26
W,MAY 02, 1992,1991-92,Playoffs,00,CLE vs. BOS,40,86,1,4,20,23,13,None,25,8,7,6,9,101,7,4,2,4,77,202,26
W,APR 30, 1992,1991-92,Playoffs,00,CLE @ BKN,34,80,2,5,28,34,17,None,18,9,8,19,24,98,7,4,2,4,77,202,26
L,APR 28, 1992,1991-92,Playoffs,00,CLE @ BKN,38,87,1,10,27,32,24,None,22,6,4,23,25,104,7,4,2,4,77,202,26
W,APR 25, 1992,1991-92,Playoffs,00,CLE vs. BKN,45,84,0,7,28,33,12,None,32,7,6,13,17,118,7,4,2,4,77,202,26
