1905,Andrei Kirilenko,5,1,4,0.2,29.0,3.6,8.6,0.419,0.2,1.4,0.143,4.2,4.8,0.875,1.6,3.2,4.8,1.4,1.2,0.6,2.0,0.6,1.2,0.0,11.6,-4.4,0,0
384,Calbert Cheaney,5,1,4,0.2,24.5,2.0,5.4,0.37,0.0,0.0,0.0,0.4,0.8,0.5,0.6,0.8,1.4,1.6,1.4,0.4,0.2,0.4,3.0,0.0,4.4,-11.4,0,0
2306,Carlos Arroyo,3,0,3,0.0,8.8,1.0,3.0,0.333,0.0,0.0,0.0,1.0,1.3,0.75,0.7,0.0,0.7,1.7,0.0,0.0,0.0,0.0,0.7,0.0,3.0,1.7,0,0
2052,DeShawn Stevenson,4,1,3,0.25,9.0,1.5,3.8,0.4,0.0,0.5,0.0,1.5,1.5,1.0,0.5,1.3,1.8,1.0,0.0,0.3,0.0,0.0,0.8,0.0,4.5,-3.8,0,0
731,Greg Ostertag,5,1,4,0.2,30.1,3.2,7.2,0.444,0.0,0.0,0.0,2.8,3.8,0.737,3.8,4.8,8.6,1.6,1.6,0.6,1.8,1.8,3.4,0.0,9.2,-6.6,2,0
680,John Amaechi,2,0,2,0.0,8.1,0.5,2.0,0.25,0.0,0.0,0.0,1.0,2.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,2.0,0.0,2.0,-2.0,0,0
304,John Stockton,5,1,4,0.2,29.7,3.6,7.8,0.462,0.0,0.2,0.0,4.0,4.0,1.0,1.0,2.2,3.2,5.2,2.8,1.6,0.2,1.2,2.6,0.0,11.2,-8.4,0,0
252,Karl Malone,5,1,4,0.2,38.2,6.8,16.8,0.405,0.0,0.2,0.0,6.0,8.2,0.732,1.4,5.4,6.8,4.0,4.0,1.6,0.4,0.8,3.0,0.2,19.6,-6.2,1,0
349,Mark Jackson,5,1,4,0.2,16.7,3.0,6.0,0.5,1.0,1.8,0.556,0.2,0.2,1.0,0.4,0.6,1.0,3.2,0.8,0.6,0.0,0.4,2.2,0.0,7.2,-1.8,0,0
1723,Matt Harpring,5,1,4,0.2,31.3,6.0,12.4,0.484,0.2,1.4,0.143,2.6,3.2,0.813,1.8,3.6,5.4,1.0,1.6,1.0,0.2,0.4,4.6,0.0,14.8,-3.6,0,0
1909,Scott Padgett,4,0,4,0.0,13.0,2.0,4.8,0.421,0.5,1.8,0.286,0.3,0.5,0.5,1.5,0.8,2.3,1.0,1.3,0.8,0.0,0.0,1.5,0.0,4.8,-4.3,0,0
763,Tony Massenburg,5,1,4,0.2,14.3,2.0,4.2,0.476,0.0,0.0,0.0,1.0,1.8,0.556,1.4,2.8,4.2,0.4,1.0,0.0,0.8,0.0,1.8,0.0,5.0,-4.4,0,0
