1477,Bruce Bowen,24,16,8,0.667,31.2,2.3,6.0,0.372,1.5,3.3,0.438,1.0,1.8,0.548,0.6,2.3,2.9,1.6,0.6,0.8,0.7,0.3,2.2,0.0,6.9,0.3,0,0
198,Danny Ferry,16,11,5,0.688,6.2,0.5,1.8,0.286,0.3,0.9,0.286,0.0,0.0,0.0,0.2,1.3,1.4,0.4,0.3,0.1,0.0,0.0,1.3,0.1,1.3,-0.9,0,0
764,David Robinson,23,15,8,0.652,23.5,2.8,5.1,0.542,0.0,0.0,0.0,2.3,3.4,0.667,2.0,4.7,6.6,0.9,1.0,0.8,1.3,0.3,2.7,0.0,7.8,2.4,2,0
788,Kevin Willis,18,10,8,0.556,5.0,1.2,2.2,0.525,0.1,0.1,1.0,0.2,0.2,1.0,1.1,0.7,1.7,0.1,0.4,0.1,0.1,0.2,0.9,0.0,2.6,0.7,0,0
990,Malik Rose,24,16,8,0.667,23.3,3.1,7.5,0.419,0.0,0.1,0.0,3.0,3.9,0.766,2.0,3.7,5.8,1.0,1.8,0.7,0.5,1.0,3.0,0.0,9.3,1.7,3,0
1938,Manu Ginobili,24,16,8,0.667,27.5,3.0,7.7,0.386,1.2,3.0,0.384,2.3,3.1,0.757,1.2,2.6,3.8,2.9,1.5,1.7,0.4,0.5,2.6,0.0,9.4,8.0,0,0
2049,Speedy Claxton,24,16,8,0.667,13.6,1.9,4.4,0.438,0.0,0.0,0.0,1.4,1.8,0.75,0.3,1.6,1.9,1.9,1.0,0.7,0.2,0.5,1.6,0.0,5.2,4.2,0,0
1536,Stephen Jackson,24,16,8,0.667,33.8,4.5,10.9,0.414,1.6,4.7,0.336,2.2,2.8,0.803,0.8,3.3,4.1,2.7,2.8,1.4,0.4,0.5,2.2,0.0,12.8,2.0,1,0
70,Steve Kerr,10,7,3,0.7,4.5,0.7,1.1,0.636,0.5,0.6,0.833,0.3,0.4,0.75,0.1,0.2,0.3,0.6,0.1,0.1,0.0,0.1,0.6,0.0,2.2,2.3,0,0
120,Steven Smith,9,8,1,0.889,7.4,0.6,2.7,0.208,0.2,1.3,0.167,0.4,0.4,1.0,0.1,0.7,0.8,0.7,0.2,0.1,0.0,0.0,0.3,0.0,1.8,-0.2,0,0
1495,Tim Duncan,24,16,8,0.667,42.6,9.1,17.2,0.529,0.0,0.3,0.0,6.5,9.7,0.677,4.0,11.4,15.4,5.3,3.2,0.6,3.3,1.3,3.3,0.0,24.7,7.5,22,2
2225,Tony Parker,24,16,8,0.667,33.9,5.6,14.0,0.403,0.6,2.3,0.268,2.8,3.9,0.713,0.3,2.4,2.8,3.5,2.0,0.9,0.1,1.1,2.1,0.0,14.7,0.8,0,0
