Mahmoud Abdul-Rauf,G,6-1,162,26.0,4
Bison Dele,C,6-9,235,26.0,3
Dale Ellis,G,6-7,205,34.0,11
LaPhonso Ellis,F,6-8,240,25.0,2
Greg Grant,G,5-7,140,28.0,4
Tom Hammonds,F,6-9,215,28.0,5
Cliff Levingston,F,6-8,210,34.0,10
Darnell Mee,G,6-5,175,24.0,1
Dikembe Mutombo,C,7-2,250,29.0,3
Robert Pack,G,6-2,190,26.0,3
Mark Randall,F,6-8,235,27.0,3
Eldridge Recasner,G,6-3,190,27.0,0
Rodney Rogers,F,6-7,255,24.0,1
Jalen Rose,G,6-8,210,22.0,0
Reggie Slater,F,6-7,250,24.0,0
Bryant Stith,G,6-5,208,24.0,2
Reggie Williams,F,6-7,190,31.0,7
