Eric Montross,C,7-0,270,24.0,1
David Wesley,G,6-1,196,25.0,2
Junior Burrough,F,6-8,242,23.0,0
Dee Brown,G,6-2,175,27.0,5
Greg Minor,G-F,6-6,210,24.0,1
Dana Barros,G,5-11,163,29.0,6
Todd Day,G-F,6-6,195,26.0,3
Pervis Ellison,C-F,6-10,235,29.0,6
Thomas Hamilton,C,7-3,390,21.0,0
Doug Smith,F,6-10,220,26.0,4
Dino Radja,F,6-11,225,29.0,2
Rick Fox,F-G,6-7,250,26.0,4
Todd Mundt,C,7-0,255,26.0,0
Charles Claxton,C,7-0,265,25.0,0
Alton Lister,C,7-0,245,37.0,13
Larry Sykes,F,6-9,255,23.0,0
Eric Williams,F,6-8,220,23.0,0
