11,ATL
2,BKN
1,BOS
12,CHH
6,CHI
7,CLE
26,DAL
16,DEN
8,DET
21,GOS
27,HOU
9,IND
22,LAC
23,LAL
28,MEM
13,MIA
10,MIL
17,MIN
29,NOP
3,NYK
18,OKC
14,ORL
4,PHL
24,PHX
19,POR
25,SAC
30,SAN
5,TOR
20,UTH
15,WAS
