W,NOV 01:1991,1991-92,Regular Season,00,GOS @ DEN,41,84,3,13,23,35,11,32,13,8,2,14,28,108,1,18,10,27,79,220,26
W,NOV 02:1991,1991-92,Regular Season,00,GOS vs. SAC,58,101,1,5,36,40,19,41,38,15,4,22,15,153,1,18,10,27,79,220,26
W,NOV 05:1991,1991-92,Regular Season,00,GOS @ CHI,47,93,4,12,20,29,14,30,28,9,5,18,33,118,1,18,10,27,79,220,26
W,NOV 06:1991,1991-92,Regular Season,00,GOS @ MIL,46,90,5,12,23,31,18,25,22,12,4,19,25,120,1,18,10,27,79,220,26
L,NOV 08:1991,1991-92,Regular Season,00,GOS @ PHL,47,88,5,15,17,24,8,23,30,19,2,17,33,116,1,18,10,27,79,220,26
W,NOV 09:1991,1991-92,Regular Season,00,GOS @ WAS,43,87,2,8,39,49,15,31,23,6,1,17,29,127,1,18,10,27,79,220,26
W,NOV 12:1991,1991-92,Regular Season,00,GOS vs. PHX,46,94,6,12,21,28,15,35,28,12,5,22,32,119,1,18,10,27,79,220,26
L,NOV 14:1991,1991-92,Regular Season,00,GOS vs. LAL,48,93,1,9,15,22,20,25,29,12,5,15,28,112,1,18,10,27,79,220,26
W,NOV 16:1991,1991-92,Regular Season,00,GOS @ LAC,47,93,4,15,25,34,8,35,29,15,6,19,26,123,1,18,10,27,79,220,26
L,NOV 20:1991,1991-92,Regular Season,00,GOS vs. CHI,42,93,4,16,20,32,14,26,16,8,5,12,27,108,1,18,10,27,79,220,26
W,NOV 22:1991,1991-92,Regular Season,00,GOS @ POR,45,101,3,13,23,33,17,30,23,13,3,18,35,116,1,18,10,27,79,220,26
W,NOV 23:1991,1991-92,Regular Season,00,GOS vs. MIL,40,74,5,11,35,39,9,19,23,11,5,15,28,120,1,18,10,27,79,220,26
L,NOV 26:1991,1991-92,Regular Season,00,GOS @ OKC,49,88,6,13,26,37,9,28,23,16,4,22,36,130,1,18,10,27,79,220,26
L,NOV 29:1991,1991-92,Regular Season,00,GOS @ UTH,43,92,3,6,19,30,11,19,28,7,2,16,19,108,1,18,10,27,79,220,26
W,DEC 03:1991,1991-92,Regular Season,00,GOS vs. UTH,44,95,3,9,17,28,19,31,28,7,7,10,20,108,1,18,10,27,79,220,26
W,DEC 05:1991,1991-92,Regular Season,00,GOS vs. DAL,42,78,6,12,27,39,6,34,22,14,5,13,19,117,1,18,10,27,79,220,26
W,DEC 07:1991,1991-92,Regular Season,00,GOS vs. SAC,50,100,3,7,21,25,17,29,28,15,0,15,16,124,1,18,10,27,79,220,26
L,DEC 10:1991,1991-92,Regular Season,00,GOS vs. LAC,41,96,2,13,33,46,19,27,19,13,3,10,36,117,1,18,10,27,79,220,26
L,DEC 12:1991,1991-92,Regular Season,00,GOS vs. HOU,35,87,1,5,25,33,20,32,14,4,4,14,24,96,1,18,10,27,79,220,26
W,DEC 14:1991,1991-92,Regular Season,00,GOS vs. ORL,49,85,2,8,28,33,12,22,27,13,5,14,25,128,1,18,10,27,79,220,26
W,DEC 17:1991,1991-92,Regular Season,00,GOS vs. MIN,44,88,1,3,30,33,17,29,21,8,3,20,23,119,1,18,10,27,79,220,26
W,DEC 18:1991,1991-92,Regular Season,00,GOS @ LAC,39,89,1,4,25,31,11,32,24,13,5,15,24,104,1,18,10,27,79,220,26
W,DEC 20:1991,1991-92,Regular Season,00,GOS vs. POR,42,84,2,11,37,49,13,30,24,15,3,19,27,123,1,18,10,27,79,220,26
L,DEC 21:1991,1991-92,Regular Season,00,GOS @ OKC,49,89,1,4,13,20,10,27,20,5,7,14,29,112,1,18,10,27,79,220,26
W,DEC 26:1991,1991-92,Regular Season,00,GOS @ DEN,39,80,3,9,29,40,13,22,16,11,8,13,23,110,1,18,10,27,79,220,26
W,DEC 27:1991,1991-92,Regular Season,00,GOS @ MIN,44,100,2,5,16,23,18,36,24,13,12,18,24,106,1,18,10,27,79,220,26
W,DEC 30:1991,1991-92,Regular Season,00,GOS @ LAL,49,88,4,8,12,20,16,31,29,7,2,15,20,114,1,18,10,27,79,220,26
W,JAN 02:1992,1991-92,Regular Season,00,GOS vs. DEN,43,87,4,10,35,41,14,21,24,11,5,18,19,125,1,18,10,27,79,220,26
W,JAN 04:1992,1991-92,Regular Season,00,GOS vs. IND,50,89,1,6,39,46,12,35,32,12,4,16,28,140,1,18,10,27,79,220,26
L,JAN 10:1992,1991-92,Regular Season,00,GOS vs. SAN,47,98,4,15,22,26,12,31,25,15,5,16,29,120,1,18,10,27,79,220,26
L,JAN 11:1992,1991-92,Regular Season,00,GOS @ PHX,45,88,0,8,28,40,9,30,23,8,4,16,30,118,1,18,10,27,79,220,26
W,JAN 14:1992,1991-92,Regular Season,00,GOS @ SAN,50,92,4,8,20,23,6,29,20,5,3,8,23,124,1,18,10,27,79,220,26
W,JAN 16:1992,1991-92,Regular Season,00,GOS @ HOU,40,94,1,7,17,23,13,32,21,7,7,15,19,98,1,18,10,27,79,220,26
W,JAN 18:1992,1991-92,Regular Season,00,GOS @ DAL,50,85,1,3,42,53,9,39,24,10,7,17,33,143,1,18,10,27,79,220,26
W,JAN 20:1992,1991-92,Regular Season,00,GOS vs. CHH,55,103,1,2,24,36,18,38,40,14,6,21,25,135,1,18,10,27,79,220,26
W,JAN 22:1992,1991-92,Regular Season,00,GOS vs. ATL,55,97,3,8,23,25,17,31,36,12,5,19,17,136,1,18,10,27,79,220,26
L,JAN 24:1992,1991-92,Regular Season,00,GOS vs. NYK,39,79,0,7,31,43,9,21,19,13,4,9,29,109,1,18,10,27,79,220,26
L,JAN 28:1992,1991-92,Regular Season,00,GOS vs. POR,49,101,5,15,13,24,16,30,28,11,5,16,25,116,1,18,10,27,79,220,26
L,JAN 29:1992,1991-92,Regular Season,00,GOS @ LAL,42,82,0,4,15,25,14,28,24,7,4,19,29,99,1,18,10,27,79,220,26
W,JAN 31:1992,1991-92,Regular Season,00,GOS vs. DEN,46,102,2,6,30,40,22,34,24,13,9,17,26,124,1,18,10,27,79,220,26
W,FEB 02:1992,1991-92,Regular Season,00,GOS @ NYK,45,83,2,7,28,32,13,26,26,8,5,14,22,120,1,18,10,27,79,220,26
W,FEB 03:1992,1991-92,Regular Season,00,GOS @ ORL,50,97,0,7,22,28,18,34,33,8,8,13,18,122,1,18,10,27,79,220,26
L,FEB 05:1992,1991-92,Regular Season,00,GOS @ MIA,53,91,0,4,18,24,8,23,29,8,5,19,27,124,1,18,10,27,79,220,26
L,FEB 06:1992,1991-92,Regular Season,00,GOS @ CHH,50,102,0,4,13,23,19,28,26,9,4,23,21,113,1,18,10,27,79,220,26
W,FEB 11:1992,1991-92,Regular Season,00,GOS vs. WAS,55,94,7,11,22,32,12,30,33,15,4,15,22,139,1,18,10,27,79,220,26
W,FEB 13:1992,1991-92,Regular Season,00,GOS vs. SAN,47,87,1,6,14,26,12,27,31,20,3,20,16,109,1,18,10,27,79,220,26
W,FEB 15:1992,1991-92,Regular Season,00,GOS vs. OKC,54,95,2,11,30,39,16,30,29,10,3,11,25,140,1,18,10,27,79,220,26
W,FEB 17:1992,1991-92,Regular Season,00,GOS vs. LAL,49,108,2,6,16,20,29,29,24,8,3,10,20,116,1,18,10,27,79,220,26
W,FEB 19:1992,1991-92,Regular Season,00,GOS vs. BOS,42,85,4,9,29,36,10,26,17,8,2,12,25,117,1,18,10,27,79,220,26
W,FEB 21:1992,1991-92,Regular Season,00,GOS vs. PHX,49,96,5,11,20,30,19,29,27,10,2,19,23,123,1,18,10,27,79,220,26
W,FEB 22:1992,1991-92,Regular Season,00,GOS @ LAL,51,84,5,10,19,24,8,32,29,5,2,20,22,126,1,18,10,27,79,220,26
W,FEB 24:1992,1991-92,Regular Season,00,GOS @ DAL,49,81,6,9,34,47,10,26,26,14,8,16,31,138,1,18,10,27,79,220,26
L,FEB 26:1992,1991-92,Regular Season,00,GOS @ HOU,51,81,1,6,13,18,7,21,28,14,3,14,18,116,1,18,10,27,79,220,26
L,FEB 27:1992,1991-92,Regular Season,00,GOS @ SAN,40,87,3,11,20,26,12,24,16,6,4,14,26,103,1,18,10,27,79,220,26
W,FEB 29:1992,1991-92,Regular Season,00,GOS vs. MIA,53,92,6,13,24,30,10,40,34,7,8,18,22,136,1,18,10,27,79,220,26
W,MAR 02:1992,1991-92,Regular Season,00,GOS @ SAC,50,91,7,12,11,21,16,31,30,6,5,20,18,118,1,18,10,27,79,220,26
L,MAR 03:1992,1991-92,Regular Season,00,GOS vs. UTH,41,90,2,11,17,24,11,20,22,12,1,13,21,101,1,18,10,27,79,220,26
W,MAR 05:1992,1991-92,Regular Season,00,GOS vs. CLE,49,100,3,9,15,19,16,30,25,14,5,10,17,116,1,18,10,27,79,220,26
W,MAR 07:1992,1991-92,Regular Season,00,GOS vs. HOU,45,90,5,10,15,20,13,26,33,10,3,15,21,110,1,18,10,27,79,220,26
L,MAR 08:1992,1991-92,Regular Season,00,GOS @ LAC,40,81,3,9,13,19,10,23,16,13,5,17,18,96,1,18,10,27,79,220,26
W,MAR 10:1992,1991-92,Regular Season,00,GOS vs. BKN,44,80,2,7,39,48,12,29,24,16,3,22,24,129,1,18,10,27,79,220,26
L,MAR 12:1992,1991-92,Regular Season,00,GOS vs. DET,42,88,8,16,20,30,9,31,18,8,5,16,25,112,1,18,10,27,79,220,26
W,MAR 17:1992,1991-92,Regular Season,00,GOS @ OKC,45,83,3,7,26,38,13,27,25,14,8,20,25,119,1,18,10,27,79,220,26
W,MAR 18:1992,1991-92,Regular Season,00,GOS vs. MIN,45,90,4,8,29,37,15,29,27,9,4,12,16,123,1,18,10,27,79,220,26
L,MAR 20:1992,1991-92,Regular Season,00,GOS @ CLE,42,88,1,9,22,31,13,27,24,9,6,12,33,107,1,18,10,27,79,220,26
L,MAR 22:1992,1991-92,Regular Season,00,GOS @ BOS,40,92,2,7,15,22,12,27,19,7,6,16,20,97,1,18,10,27,79,220,26
L,MAR 23:1992,1991-92,Regular Season,00,GOS @ ATL,52,104,4,12,17,20,14,28,32,9,1,19,28,125,1,18,10,27,79,220,26
W,MAR 25:1992,1991-92,Regular Season,00,GOS @ DET,38,81,4,9,23,29,13,29,20,7,6,17,32,103,1,18,10,27,79,220,26
W,MAR 27:1992,1991-92,Regular Season,00,GOS @ IND,49,94,3,5,24,32,17,22,28,15,1,16,21,125,1,18,10,27,79,220,26
W,MAR 28:1992,1991-92,Regular Season,00,GOS @ BKN,51,103,4,12,47,59,19,27,18,13,8,17,31,153,1,18,10,27,79,220,26
W,MAR 30:1992,1991-92,Regular Season,00,GOS vs. PHL,53,95,4,9,14,18,14,30,35,10,4,13,16,124,1,18,10,27,79,220,26
W,MAR 31:1992,1991-92,Regular Season,00,GOS @ SAC,57,106,7,11,27,33,14,38,31,16,4,21,38,148,1,18,10,27,79,220,26
L,APR 02:1992,1991-92,Regular Season,00,GOS @ PHX,41,80,1,9,22,28,9,24,23,4,4,17,30,105,1,18,10,27,79,220,26
W,APR 03:1992,1991-92,Regular Season,00,GOS vs. SAC,50,104,3,12,21,30,13,42,32,6,8,19,30,124,1,18,10,27,79,220,26
L,APR 05:1992,1991-92,Regular Season,00,GOS vs. POR,46,90,4,16,26,34,12,26,29,11,2,17,31,122,1,18,10,27,79,220,26
L,APR 07:1992,1991-92,Regular Season,00,GOS @ POR,39,74,5,11,18,26,11,27,15,6,3,19,25,101,1,18,10,27,79,220,26
W,APR 08:1992,1991-92,Regular Season,00,GOS vs. DAL,37,87,3,14,33,43,17,39,18,12,7,14,22,110,1,18,10,27,79,220,26
W,APR 11:1992,1991-92,Regular Season,00,GOS vs. PHX,50,98,4,17,30,37,23,24,27,7,2,16,27,134,1,18,10,27,79,220,26
L,APR 13:1992,1991-92,Regular Season,00,GOS @ UTH,33,91,3,14,30,39,19,22,19,3,5,11,32,99,1,18,10,27,79,220,26
W,APR 14:1992,1991-92,Regular Season,00,GOS @ MIN,48,99,4,7,22,25,21,34,30,10,11,13,22,122,1,18,10,27,79,220,26
W,APR 17:1992,1991-92,Regular Season,00,GOS vs. LAC,43,79,3,8,27,41,13,30,28,6,4,18,28,116,1,18,10,27,79,220,26
W,APR 19:1992,1991-92,Regular Season,00,GOS vs. OKC,39,79,5,10,25,40,15,29,19,12,3,24,24,108,1,18,10,27,79,220,26
