101106,Andrew Bogut,66,25,41,0.379,34.2,5.3,9.5,0.553,0.0,0.1,0.2,1.7,2.9,0.577,2.5,6.3,8.8,3.0,2.3,0.7,0.5,0.7,3.3,4.1,12.3,-2.0,19,0
1730,Brian Skinner,67,22,45,0.328,22.7,1.9,3.8,0.49,0.0,0.0,0.0,0.7,1.2,0.582,1.6,4.2,5.7,0.9,1.1,0.3,1.0,0.4,2.9,1.1,4.4,-1.8,2,0
2294,Charlie Bell,82,28,54,0.341,34.7,5.2,11.9,0.437,1.5,4.4,0.352,1.6,2.0,0.78,0.7,2.2,2.9,3.0,1.3,1.2,0.0,0.6,2.6,2.0,13.5,-3.0,0,0
101111,Charlie Villanueva,39,17,22,0.436,25.2,4.6,9.8,0.47,0.7,2.2,0.337,1.9,2.3,0.82,1.6,4.3,5.8,0.9,1.4,0.6,0.3,0.4,2.8,1.9,11.8,-0.3,6,0
200840,Chris McCray,5,1,4,0.2,2.4,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.2,0.0,0.0,-0.2,0,0
200806,Damir Markota,30,7,23,0.233,5.7,0.6,1.7,0.365,0.2,0.5,0.375,0.2,0.4,0.636,0.4,0.7,1.0,0.2,0.5,0.1,0.0,0.2,0.7,0.4,1.7,-1.5,0,0
2429,Dan Gadzuric,54,19,35,0.352,15.6,2.0,4.2,0.474,0.0,0.0,0.0,0.8,1.7,0.467,1.7,2.8,4.6,0.5,0.9,0.4,0.6,0.3,2.6,1.5,4.8,-1.9,4,0
200786,David Noel,68,22,46,0.324,11.6,1.0,2.6,0.367,0.3,0.8,0.321,0.5,0.6,0.86,0.6,1.2,1.8,1.0,0.6,0.4,0.1,0.1,1.1,0.6,2.7,-2.6,0,0
1863,Earl Boykins,35,6,29,0.171,33.0,4.8,11.2,0.427,1.5,3.7,0.419,2.9,3.3,0.886,0.7,1.4,2.2,4.5,1.9,0.9,0.0,0.4,1.7,2.4,14.0,-7.6,1,0
101141,Ersan Ilyasova,66,23,43,0.348,14.7,2.1,5.5,0.383,0.8,2.2,0.365,1.1,1.3,0.787,0.9,2.0,2.9,0.7,0.8,0.4,0.3,0.3,2.2,1.5,6.1,-3.0,0,0
2876,Jared Reiner,27,8,19,0.296,9.0,0.6,1.6,0.349,0.0,0.0,0.0,0.1,0.4,0.3,0.8,1.9,2.6,0.5,0.5,0.2,0.2,0.4,1.7,0.3,1.2,-2.7,0,0
101125,Julius Hodge,5,1,4,0.2,5.5,0.8,1.4,0.571,0.0,0.0,0.0,0.2,0.4,0.5,0.2,0.8,1.0,0.4,0.4,0.2,0.0,0.0,0.6,0.2,1.8,1.2,0,0
2696,Lynn Greer,41,10,31,0.244,10.5,1.5,3.4,0.433,0.4,1.3,0.346,0.7,0.8,0.844,0.0,0.6,0.7,1.3,0.4,0.4,0.0,0.1,0.8,0.8,4.1,-0.6,0,0
2072,Michael Redd,53,22,31,0.415,38.4,9.0,19.3,0.465,2.2,5.8,0.382,6.5,7.8,0.829,0.8,2.9,3.7,2.3,2.3,1.2,0.2,1.3,1.5,5.5,26.7,0.0,0,0
2590,Mo Williams,68,24,44,0.353,36.3,6.9,15.4,0.446,1.2,3.4,0.346,2.3,2.7,0.855,0.8,4.0,4.8,6.1,3.0,1.3,0.1,0.7,3.0,2.6,17.3,-1.2,11,1
1739,Ruben Patterson,81,27,54,0.333,30.9,5.9,10.7,0.548,0.0,0.2,0.158,3.0,4.6,0.641,2.3,3.1,5.4,2.9,2.5,1.4,0.3,1.2,2.9,3.7,14.7,-2.1,10,0
2581,Steve Blake,33,15,18,0.455,17.7,1.4,3.9,0.349,0.6,2.1,0.279,0.3,0.6,0.55,0.2,1.2,1.4,2.5,0.8,0.3,0.1,0.2,1.5,0.5,3.6,-4.3,0,0
