Baron Davis,G,6-3,223,24.0,3
Stacey Augmon,F-G,6-8,213,34.0,11
David Wesley,G,6-1,203,32.0,9
Elden Campbell,C-F,7-0,279,34.0,12
Jerome Moiso,F,6-10,232,25.0,2
George Lynch,F,6-8,235,32.0,9
Bryce Drew,G,6-3,184,28.0,4
Jamaal Magloire,C,6-11,259,25.0,2
Jamal Mashburn,F,6-8,247,30.0,9
Courtney Alexander,G,6-5,205,26.0,2
Robert Traylor,F-C,6-8,284,26.0,4
Kirk Haston,F,6-9,242,24.0,1
P.J. Brown,F,6-11,239,33.0,9
Matt Bullard,F,6-10,229,36.0,11
Lee Nailon,F,6-9,238,28.0,2
Thomas Hamilton,C,7-2,330,28.0,2
