201189,Aaron Gray,2,1,1,0.5,4.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,8.5,0,0
101194,Anthony Roberson,1,0,1,0.0,4.2,3.0,4.0,0.75,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,8.0,8.0,0,0
2732,Ben Gordon,7,3,4,0.429,43.4,7.4,19.1,0.388,2.4,6.6,0.37,7.0,8.0,0.875,0.4,2.4,2.9,3.0,1.1,0.4,0.1,1.0,3.1,5.6,24.3,-2.3,0,0
1802,Brad Miller,7,3,4,0.429,26.5,3.4,7.3,0.471,0.7,1.0,0.714,2.7,3.4,0.792,1.6,6.3,7.9,1.3,3.0,0.3,0.9,0.6,3.6,3.3,10.3,7.6,1,0
201565,Derrick Rose,7,3,4,0.429,44.8,8.4,17.1,0.492,0.0,0.6,0.0,2.9,3.6,0.8,1.7,4.6,6.3,6.4,5.0,0.6,0.7,1.1,3.6,3.1,19.7,-4.4,2,0
201149,Joakim Noah,7,3,4,0.429,38.7,3.7,7.3,0.51,0.0,0.0,0.0,2.7,3.6,0.76,4.0,9.1,13.1,2.3,1.1,0.9,2.1,0.7,4.4,3.1,10.1,-10.6,3,0
2422,John Salmons,7,3,4,0.429,44.7,6.1,15.3,0.402,1.7,5.4,0.316,4.1,4.9,0.853,0.9,3.6,4.4,2.3,1.7,1.3,1.0,1.9,2.9,3.3,18.1,-7.7,0,0
2550,Kirk Hinrich,7,3,4,0.429,30.1,4.1,8.9,0.468,1.9,4.3,0.433,2.4,3.6,0.68,0.3,2.4,2.7,2.9,1.1,1.7,0.4,0.3,2.6,2.1,12.6,-1.9,0,0
283,Lindsey Hunter,6,2,4,0.333,4.0,0.2,0.5,0.333,0.2,0.5,0.333,0.5,0.7,0.75,0.0,0.8,0.8,0.8,0.0,0.3,0.0,0.0,0.5,0.8,1.0,1.7,0,0
2669,Linton Johnson,3,1,2,0.333,3.3,0.3,0.7,0.5,0.0,0.0,0.0,0.7,0.7,1.0,0.7,0.7,1.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,1.3,3.7,0,0
1501,Tim Thomas,2,1,1,0.5,7.6,1.5,5.0,0.3,0.5,2.0,0.25,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.5,0.0,0.0,0.5,2.0,0.0,3.5,-1.5,0,0
200748,Tyrus Thomas,7,3,4,0.429,27.9,4.0,9.1,0.438,0.0,0.1,0.0,1.6,2.0,0.786,1.1,5.1,6.3,0.9,1.6,1.0,2.9,0.9,3.3,2.0,9.6,-8.3,1,0
