201189,Aaron Gray,56,26,30,0.464,12.8,1.4,3.0,0.485,0.0,0.0,0.0,0.6,1.1,0.576,1.5,2.4,3.9,0.8,0.7,0.3,0.3,0.4,2.4,0.9,3.5,-1.0,1,0
2804,Andres Nocioni,53,23,30,0.434,24.1,3.5,8.5,0.414,1.5,3.9,0.378,1.9,2.3,0.806,0.6,3.5,4.2,1.1,1.4,0.5,0.3,0.4,3.3,2.2,10.4,1.5,2,0
101194,Anthony Roberson,6,3,3,0.5,3.8,0.8,2.8,0.294,0.3,1.7,0.2,0.0,0.0,0.0,0.3,0.8,1.2,0.2,0.2,0.0,0.0,0.2,0.0,0.0,2.0,0.3,0,0
2732,Ben Gordon,82,41,41,0.5,36.6,7.3,16.0,0.455,2.1,5.1,0.41,4.0,4.7,0.864,0.6,2.8,3.5,3.4,2.4,0.9,0.3,0.8,2.2,3.5,20.7,0.3,0,0
1802,Brad Miller,27,16,11,0.593,27.6,4.0,8.4,0.478,0.1,0.5,0.231,3.7,4.3,0.853,2.5,5.0,7.4,3.2,1.7,0.8,0.4,0.6,3.3,4.0,11.8,4.1,4,0
200759,Cedric Simmons,11,4,7,0.364,5.5,1.0,1.9,0.524,0.0,0.0,0.0,0.5,1.3,0.429,0.4,0.7,1.1,0.2,0.0,0.1,0.4,0.3,0.5,1.1,2.5,-0.3,0,0
201193,Demetris Nichols,2,1,1,0.5,2.7,0.5,2.0,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,1.0,6.5,0,0
201565,Derrick Rose,81,40,41,0.494,37.0,7.1,14.9,0.475,0.2,0.9,0.222,2.4,3.1,0.788,1.2,2.7,3.9,6.3,2.5,0.8,0.2,1.1,1.5,2.8,16.8,-1.5,8,0
2400,Drew Gooden,31,15,16,0.484,29.6,5.2,11.4,0.457,0.0,0.1,0.0,2.7,3.1,0.866,2.6,5.9,8.6,1.4,1.8,0.8,0.5,0.6,3.3,3.0,13.1,-3.4,10,0
201149,Joakim Noah,80,39,41,0.488,24.2,2.6,4.7,0.556,0.0,0.0,0.0,1.5,2.3,0.676,3.1,4.5,7.6,1.3,1.0,0.6,1.4,0.6,3.0,2.2,6.7,0.8,10,0
2422,John Salmons,26,16,10,0.615,37.7,6.3,13.4,0.473,1.9,4.5,0.415,3.7,4.4,0.843,0.6,3.7,4.3,2.0,1.7,1.0,0.6,0.7,2.3,2.8,18.3,0.2,0,0
2550,Kirk Hinrich,51,28,23,0.549,26.2,3.6,8.2,0.437,1.4,3.3,0.408,1.3,1.7,0.791,0.3,2.1,2.4,3.9,1.7,1.3,0.4,0.3,2.5,1.6,9.9,4.0,0,0
1716,Larry Hughes,30,13,17,0.433,26.4,4.2,10.3,0.412,1.3,3.4,0.392,2.2,2.7,0.817,0.2,2.9,3.1,2.0,1.2,1.2,0.3,0.6,1.7,2.0,12.0,-2.3,0,0
283,Lindsey Hunter,28,14,14,0.5,9.5,1.0,2.9,0.329,0.6,1.7,0.333,0.1,0.2,0.6,0.1,0.4,0.4,1.3,0.7,0.7,0.0,0.1,1.0,0.4,2.6,-1.8,0,0
2669,Linton Johnson,8,5,3,0.625,5.3,0.5,1.4,0.364,0.1,0.3,0.5,0.0,0.0,0.0,0.4,0.6,1.0,0.3,0.3,0.1,0.0,0.0,0.8,0.0,1.1,-1.8,0,0
2736,Luol Deng,49,23,26,0.469,34.0,5.4,12.1,0.448,0.2,0.4,0.4,3.1,3.9,0.796,1.6,4.4,6.0,1.9,1.5,1.2,0.5,0.6,1.7,3.0,14.1,-0.7,7,0
200757,Thabo Sefolosha,43,17,26,0.395,17.1,1.8,4.2,0.434,0.3,1.2,0.3,0.5,0.6,0.84,0.6,2.3,2.9,1.5,0.9,0.8,0.4,0.4,1.2,0.7,4.5,-1.8,0,0
1501,Tim Thomas,18,11,7,0.611,14.1,2.0,5.0,0.4,1.1,2.4,0.442,0.8,1.1,0.7,0.4,1.9,2.3,0.7,0.6,0.3,0.0,0.1,1.5,0.8,5.8,4.9,0,0
200748,Tyrus Thomas,79,39,40,0.494,27.5,3.9,8.6,0.451,0.0,0.1,0.333,3.0,3.8,0.783,1.9,4.6,6.4,1.0,1.6,1.2,1.9,0.7,2.8,2.8,10.8,-2.4,18,0
