1.0,1.0,42.0,84.0,5.0,11.0,19.0,25.0,0.0,0.0,29.0,0.0,0.0,0.0,23.0,108.0,18.0,16.0,7.0,7.0,78.0,209.0,26.0,0.0,0.0,47.0,87.0,7.0,14.0,17.0,25.0,0.0,0.0,30.0,7.0,5.0,11.0,26.0,118.0,18.0,16.0,7.0,7.0,78.0,209.0,26.0,1.0,1.0,40.0,91.0,4.0,14.0,24.0,30.0,0.0,0.0,26.0,10.0,8.0,21.0,25.0,108.0,18.0,16.0,7.0,7.0,78.0,209.0,26.0,0.0,0.0,39.0,80.0,4.0,12.0,20.0,25.0,0.0,0.0,27.0,9.0,5.0,13.0,21.0,102.0,18.0,16.0,7.0,7.0,78.0,209.0,26.0,1.0,1.0,39.0,80.0,3.0,9.0,31.0,41.0,0.0,0.0,30.0,11.0,4.0,8.0,20.0,112.0,18.0,16.0,7.0,7.0,78.0,209.0,26.0,0.0,0.0,35.0,82.0,2.0,4.0,12.0,18.0,0.0,0.0,26.0,11.0,6.0,13.0,21.0,84.0,18.0,16.0,7.0,7.0,78.0,209.0,26.0,1.0,1.0,37.0,90.0,2.0,10.0,27.0,37.0,0.0,0.0,23.0,10.0,6.0,13.0,22.0,103.0,13.0,14.0,11.0,2.0,79.0,219.0,27.0,0.0,0.0,36.0,81.0,3.0,12.0,18.0,21.0,0.0,0.0,17.0,0.0,0.0,0.0,27.0,93.0,13.0,14.0,11.0,2.0,79.0,219.0,27.0,0.0,0.0,40.0,87.0,3.0,17.0,28.0,33.0,0.0,0.0,26.0,6.0,4.0,13.0,26.0,111.0,13.0,14.0,11.0,2.0,79.0,219.0,27.0,1.0,1.0,43.0,81.0,2.0,11.0,24.0,30.0,0.0,0.0,29.0,9.0,4.0,21.0,12.0,112.0,13.0,14.0,11.0,2.0,79.0,219.0,27.0,0.0,0.0,45.0,91.0,6.0,17.0,17.0,22.0,0.0,0.0,27.0,0.0,0.0,0.0,21.0,113.0,13.0,14.0,11.0,2.0,79.0,219.0,27.0,1.0,1.0,38.0,79.0,4.0,11.0,30.0,36.0,0.0,0.0,25.0,8.0,5.0,13.0,20.0,110.0,13.0,14.0,11.0,2.0,79.0,219.0,27.0
0.0,0.0,47.0,87.0,7.0,14.0,17.0,25.0,0.0,0.0,30.0,7.0,5.0,11.0,26.0,118.0,18.0,16.0,7.0,7.0,78.0,209.0,26.0,1.0,1.0,40.0,91.0,4.0,14.0,24.0,30.0,0.0,0.0,26.0,10.0,8.0,21.0,25.0,108.0,18.0,16.0,7.0,7.0,78.0,209.0,26.0,0.0,0.0,39.0,80.0,4.0,12.0,20.0,25.0,0.0,0.0,27.0,9.0,5.0,13.0,21.0,102.0,18.0,16.0,7.0,7.0,78.0,209.0,26.0,1.0,1.0,39.0,80.0,3.0,9.0,31.0,41.0,0.0,0.0,30.0,11.0,4.0,8.0,20.0,112.0,18.0,16.0,7.0,7.0,78.0,209.0,26.0,0.0,0.0,35.0,82.0,2.0,4.0,12.0,18.0,0.0,0.0,26.0,11.0,6.0,13.0,21.0,84.0,18.0,16.0,7.0,7.0,78.0,209.0,26.0,0.0,0.0,44.0,78.0,3.0,10.0,15.0,21.0,0.0,0.0,28.0,6.0,3.0,15.0,26.0,106.0,18.0,16.0,7.0,7.0,78.0,209.0,26.0,0.0,0.0,36.0,81.0,3.0,12.0,18.0,21.0,0.0,0.0,17.0,0.0,0.0,0.0,27.0,93.0,13.0,14.0,11.0,2.0,79.0,219.0,27.0,0.0,0.0,40.0,87.0,3.0,17.0,28.0,33.0,0.0,0.0,26.0,6.0,4.0,13.0,26.0,111.0,13.0,14.0,11.0,2.0,79.0,219.0,27.0,1.0,1.0,43.0,81.0,2.0,11.0,24.0,30.0,0.0,0.0,29.0,9.0,4.0,21.0,12.0,112.0,13.0,14.0,11.0,2.0,79.0,219.0,27.0,0.0,0.0,45.0,91.0,6.0,17.0,17.0,22.0,0.0,0.0,27.0,0.0,0.0,0.0,21.0,113.0,13.0,14.0,11.0,2.0,79.0,219.0,27.0,1.0,1.0,38.0,79.0,4.0,11.0,30.0,36.0,0.0,0.0,25.0,8.0,5.0,13.0,20.0,110.0,13.0,14.0,11.0,2.0,79.0,219.0,27.0,1.0,1.0,37.0,86.0,3.0,8.0,16.0,22.0,0.0,0.0,20.0,13.0,7.0,9.0,11.0,93.0,13.0,14.0,11.0,2.0,79.0,219.0,27.0
1.0,1.0,40.0,91.0,4.0,14.0,24.0,30.0,0.0,0.0,26.0,10.0,8.0,21.0,25.0,108.0,18.0,16.0,7.0,7.0,78.0,209.0,26.0,0.0,0.0,39.0,80.0,4.0,12.0,20.0,25.0,0.0,0.0,27.0,9.0,5.0,13.0,21.0,102.0,18.0,16.0,7.0,7.0,78.0,209.0,26.0,1.0,1.0,39.0,80.0,3.0,9.0,31.0,41.0,0.0,0.0,30.0,11.0,4.0,8.0,20.0,112.0,18.0,16.0,7.0,7.0,78.0,209.0,26.0,0.0,0.0,35.0,82.0,2.0,4.0,12.0,18.0,0.0,0.0,26.0,11.0,6.0,13.0,21.0,84.0,18.0,16.0,7.0,7.0,78.0,209.0,26.0,0.0,0.0,44.0,78.0,3.0,10.0,15.0,21.0,0.0,0.0,28.0,6.0,3.0,15.0,26.0,106.0,18.0,16.0,7.0,7.0,78.0,209.0,26.0,1.0,1.0,36.0,73.0,5.0,11.0,24.0,34.0,0.0,0.0,25.0,0.0,0.0,0.0,18.0,101.0,18.0,16.0,7.0,7.0,78.0,209.0,26.0,0.0,0.0,40.0,87.0,3.0,17.0,28.0,33.0,0.0,0.0,26.0,6.0,4.0,13.0,26.0,111.0,13.0,14.0,11.0,2.0,79.0,219.0,27.0,1.0,1.0,43.0,81.0,2.0,11.0,24.0,30.0,0.0,0.0,29.0,9.0,4.0,21.0,12.0,112.0,13.0,14.0,11.0,2.0,79.0,219.0,27.0,0.0,0.0,45.0,91.0,6.0,17.0,17.0,22.0,0.0,0.0,27.0,0.0,0.0,0.0,21.0,113.0,13.0,14.0,11.0,2.0,79.0,219.0,27.0,1.0,1.0,38.0,79.0,4.0,11.0,30.0,36.0,0.0,0.0,25.0,8.0,5.0,13.0,20.0,110.0,13.0,14.0,11.0,2.0,79.0,219.0,27.0,1.0,1.0,37.0,86.0,3.0,8.0,16.0,22.0,0.0,0.0,20.0,13.0,7.0,9.0,11.0,93.0,13.0,14.0,11.0,2.0,79.0,219.0,27.0,1.0,1.0,41.0,96.0,1.0,6.0,25.0,30.0,0.0,0.0,26.0,8.0,9.0,14.0,12.0,108.0,13.0,14.0,11.0,2.0,79.0,219.0,27.0
0.0,0.0,39.0,80.0,4.0,12.0,20.0,25.0,0.0,0.0,27.0,9.0,5.0,13.0,21.0,102.0,18.0,16.0,7.0,7.0,78.0,209.0,26.0,1.0,1.0,39.0,80.0,3.0,9.0,31.0,41.0,0.0,0.0,30.0,11.0,4.0,8.0,20.0,112.0,18.0,16.0,7.0,7.0,78.0,209.0,26.0,0.0,0.0,35.0,82.0,2.0,4.0,12.0,18.0,0.0,0.0,26.0,11.0,6.0,13.0,21.0,84.0,18.0,16.0,7.0,7.0,78.0,209.0,26.0,0.0,0.0,44.0,78.0,3.0,10.0,15.0,21.0,0.0,0.0,28.0,6.0,3.0,15.0,26.0,106.0,18.0,16.0,7.0,7.0,78.0,209.0,26.0,1.0,1.0,36.0,73.0,5.0,11.0,24.0,34.0,0.0,0.0,25.0,0.0,0.0,0.0,18.0,101.0,18.0,16.0,7.0,7.0,78.0,209.0,26.0,0.0,1.0,36.0,67.0,6.0,12.0,13.0,20.0,0.0,0.0,22.0,3.0,4.0,21.0,24.0,91.0,18.0,16.0,7.0,7.0,78.0,209.0,26.0,1.0,1.0,43.0,81.0,2.0,11.0,24.0,30.0,0.0,0.0,29.0,9.0,4.0,21.0,12.0,112.0,13.0,14.0,11.0,2.0,79.0,219.0,27.0,0.0,0.0,45.0,91.0,6.0,17.0,17.0,22.0,0.0,0.0,27.0,0.0,0.0,0.0,21.0,113.0,13.0,14.0,11.0,2.0,79.0,219.0,27.0,1.0,1.0,38.0,79.0,4.0,11.0,30.0,36.0,0.0,0.0,25.0,8.0,5.0,13.0,20.0,110.0,13.0,14.0,11.0,2.0,79.0,219.0,27.0,1.0,1.0,37.0,86.0,3.0,8.0,16.0,22.0,0.0,0.0,20.0,13.0,7.0,9.0,11.0,93.0,13.0,14.0,11.0,2.0,79.0,219.0,27.0,1.0,1.0,41.0,96.0,1.0,6.0,25.0,30.0,0.0,0.0,26.0,8.0,9.0,14.0,12.0,108.0,13.0,14.0,11.0,2.0,79.0,219.0,27.0,1.0,0.0,38.0,77.0,2.0,4.0,24.0,30.0,0.0,0.0,23.0,6.0,8.0,15.0,20.0,102.0,13.0,14.0,11.0,2.0,79.0,219.0,27.0
1.0,1.0,39.0,80.0,3.0,9.0,31.0,41.0,0.0,0.0,30.0,11.0,4.0,8.0,20.0,112.0,18.0,16.0,7.0,7.0,78.0,209.0,26.0,0.0,0.0,35.0,82.0,2.0,4.0,12.0,18.0,0.0,0.0,26.0,11.0,6.0,13.0,21.0,84.0,18.0,16.0,7.0,7.0,78.0,209.0,26.0,0.0,0.0,44.0,78.0,3.0,10.0,15.0,21.0,0.0,0.0,28.0,6.0,3.0,15.0,26.0,106.0,18.0,16.0,7.0,7.0,78.0,209.0,26.0,1.0,1.0,36.0,73.0,5.0,11.0,24.0,34.0,0.0,0.0,25.0,0.0,0.0,0.0,18.0,101.0,18.0,16.0,7.0,7.0,78.0,209.0,26.0,0.0,1.0,36.0,67.0,6.0,12.0,13.0,20.0,0.0,0.0,22.0,3.0,4.0,21.0,24.0,91.0,18.0,16.0,7.0,7.0,78.0,209.0,26.0,0.0,0.0,38.0,94.0,1.0,7.0,7.0,9.0,0.0,0.0,30.0,10.0,2.0,12.0,18.0,84.0,18.0,16.0,7.0,7.0,78.0,209.0,26.0,0.0,0.0,45.0,91.0,6.0,17.0,17.0,22.0,0.0,0.0,27.0,0.0,0.0,0.0,21.0,113.0,13.0,14.0,11.0,2.0,79.0,219.0,27.0,1.0,1.0,38.0,79.0,4.0,11.0,30.0,36.0,0.0,0.0,25.0,8.0,5.0,13.0,20.0,110.0,13.0,14.0,11.0,2.0,79.0,219.0,27.0,1.0,1.0,37.0,86.0,3.0,8.0,16.0,22.0,0.0,0.0,20.0,13.0,7.0,9.0,11.0,93.0,13.0,14.0,11.0,2.0,79.0,219.0,27.0,1.0,1.0,41.0,96.0,1.0,6.0,25.0,30.0,0.0,0.0,26.0,8.0,9.0,14.0,12.0,108.0,13.0,14.0,11.0,2.0,79.0,219.0,27.0,1.0,0.0,38.0,77.0,2.0,4.0,24.0,30.0,0.0,0.0,23.0,6.0,8.0,15.0,20.0,102.0,13.0,14.0,11.0,2.0,79.0,219.0,27.0,1.0,0.0,41.0,81.0,4.0,10.0,36.0,38.0,0.0,0.0,21.0,6.0,8.0,12.0,24.0,122.0,13.0,14.0,11.0,2.0,79.0,219.0,27.0
0.0,0.0,35.0,82.0,2.0,4.0,12.0,18.0,0.0,0.0,26.0,11.0,6.0,13.0,21.0,84.0,18.0,16.0,7.0,7.0,78.0,209.0,26.0,0.0,0.0,44.0,78.0,3.0,10.0,15.0,21.0,0.0,0.0,28.0,6.0,3.0,15.0,26.0,106.0,18.0,16.0,7.0,7.0,78.0,209.0,26.0,1.0,1.0,36.0,73.0,5.0,11.0,24.0,34.0,0.0,0.0,25.0,0.0,0.0,0.0,18.0,101.0,18.0,16.0,7.0,7.0,78.0,209.0,26.0,0.0,1.0,36.0,67.0,6.0,12.0,13.0,20.0,0.0,0.0,22.0,3.0,4.0,21.0,24.0,91.0,18.0,16.0,7.0,7.0,78.0,209.0,26.0,0.0,0.0,38.0,94.0,1.0,7.0,7.0,9.0,0.0,0.0,30.0,10.0,2.0,12.0,18.0,84.0,18.0,16.0,7.0,7.0,78.0,209.0,26.0,1.0,0.0,55.0,86.0,6.0,9.0,14.0,16.0,0.0,0.0,28.0,0.0,0.0,0.0,19.0,130.0,18.0,16.0,7.0,7.0,78.0,209.0,26.0,1.0,1.0,38.0,79.0,4.0,11.0,30.0,36.0,0.0,0.0,25.0,8.0,5.0,13.0,20.0,110.0,13.0,14.0,11.0,2.0,79.0,219.0,27.0,1.0,1.0,37.0,86.0,3.0,8.0,16.0,22.0,0.0,0.0,20.0,13.0,7.0,9.0,11.0,93.0,13.0,14.0,11.0,2.0,79.0,219.0,27.0,1.0,1.0,41.0,96.0,1.0,6.0,25.0,30.0,0.0,0.0,26.0,8.0,9.0,14.0,12.0,108.0,13.0,14.0,11.0,2.0,79.0,219.0,27.0,1.0,0.0,38.0,77.0,2.0,4.0,24.0,30.0,0.0,0.0,23.0,6.0,8.0,15.0,20.0,102.0,13.0,14.0,11.0,2.0,79.0,219.0,27.0,1.0,0.0,41.0,81.0,4.0,10.0,36.0,38.0,0.0,0.0,21.0,6.0,8.0,12.0,24.0,122.0,13.0,14.0,11.0,2.0,79.0,219.0,27.0,1.0,1.0,42.0,88.0,0.0,3.0,31.0,39.0,0.0,0.0,24.0,12.0,5.0,12.0,16.0,115.0,13.0,14.0,11.0,2.0,79.0,219.0,27.0
0.0,0.0,44.0,78.0,3.0,10.0,15.0,21.0,0.0,0.0,28.0,6.0,3.0,15.0,26.0,106.0,18.0,16.0,7.0,7.0,78.0,209.0,26.0,1.0,1.0,36.0,73.0,5.0,11.0,24.0,34.0,0.0,0.0,25.0,0.0,0.0,0.0,18.0,101.0,18.0,16.0,7.0,7.0,78.0,209.0,26.0,0.0,1.0,36.0,67.0,6.0,12.0,13.0,20.0,0.0,0.0,22.0,3.0,4.0,21.0,24.0,91.0,18.0,16.0,7.0,7.0,78.0,209.0,26.0,0.0,0.0,38.0,94.0,1.0,7.0,7.0,9.0,0.0,0.0,30.0,10.0,2.0,12.0,18.0,84.0,18.0,16.0,7.0,7.0,78.0,209.0,26.0,1.0,0.0,55.0,86.0,6.0,9.0,14.0,16.0,0.0,0.0,28.0,0.0,0.0,0.0,19.0,130.0,18.0,16.0,7.0,7.0,78.0,209.0,26.0,0.0,1.0,40.0,86.0,1.0,9.0,23.0,30.0,0.0,0.0,25.0,4.0,6.0,19.0,24.0,104.0,18.0,16.0,7.0,7.0,78.0,209.0,26.0,1.0,1.0,37.0,86.0,3.0,8.0,16.0,22.0,0.0,0.0,20.0,13.0,7.0,9.0,11.0,93.0,13.0,14.0,11.0,2.0,79.0,219.0,27.0,1.0,1.0,41.0,96.0,1.0,6.0,25.0,30.0,0.0,0.0,26.0,8.0,9.0,14.0,12.0,108.0,13.0,14.0,11.0,2.0,79.0,219.0,27.0,1.0,0.0,38.0,77.0,2.0,4.0,24.0,30.0,0.0,0.0,23.0,6.0,8.0,15.0,20.0,102.0,13.0,14.0,11.0,2.0,79.0,219.0,27.0,1.0,0.0,41.0,81.0,4.0,10.0,36.0,38.0,0.0,0.0,21.0,6.0,8.0,12.0,24.0,122.0,13.0,14.0,11.0,2.0,79.0,219.0,27.0,1.0,1.0,42.0,88.0,0.0,3.0,31.0,39.0,0.0,0.0,24.0,12.0,5.0,12.0,16.0,115.0,13.0,14.0,11.0,2.0,79.0,219.0,27.0,0.0,1.0,41.0,89.0,3.0,11.0,20.0,21.0,0.0,0.0,27.0,7.0,6.0,18.0,23.0,105.0,13.0,14.0,11.0,2.0,79.0,219.0,27.0
1.0,1.0,36.0,73.0,5.0,11.0,24.0,34.0,0.0,0.0,25.0,0.0,0.0,0.0,18.0,101.0,18.0,16.0,7.0,7.0,78.0,209.0,26.0,0.0,1.0,36.0,67.0,6.0,12.0,13.0,20.0,0.0,0.0,22.0,3.0,4.0,21.0,24.0,91.0,18.0,16.0,7.0,7.0,78.0,209.0,26.0,0.0,0.0,38.0,94.0,1.0,7.0,7.0,9.0,0.0,0.0,30.0,10.0,2.0,12.0,18.0,84.0,18.0,16.0,7.0,7.0,78.0,209.0,26.0,1.0,0.0,55.0,86.0,6.0,9.0,14.0,16.0,0.0,0.0,28.0,0.0,0.0,0.0,19.0,130.0,18.0,16.0,7.0,7.0,78.0,209.0,26.0,0.0,1.0,40.0,86.0,1.0,9.0,23.0,30.0,0.0,0.0,25.0,4.0,6.0,19.0,24.0,104.0,18.0,16.0,7.0,7.0,78.0,209.0,26.0,0.0,0.0,47.0,94.0,6.0,13.0,19.0,22.0,0.0,0.0,34.0,7.0,10.0,22.0,32.0,119.0,18.0,16.0,7.0,7.0,78.0,209.0,26.0,1.0,1.0,41.0,96.0,1.0,6.0,25.0,30.0,0.0,0.0,26.0,8.0,9.0,14.0,12.0,108.0,13.0,14.0,11.0,2.0,79.0,219.0,27.0,1.0,0.0,38.0,77.0,2.0,4.0,24.0,30.0,0.0,0.0,23.0,6.0,8.0,15.0,20.0,102.0,13.0,14.0,11.0,2.0,79.0,219.0,27.0,1.0,0.0,41.0,81.0,4.0,10.0,36.0,38.0,0.0,0.0,21.0,6.0,8.0,12.0,24.0,122.0,13.0,14.0,11.0,2.0,79.0,219.0,27.0,1.0,1.0,42.0,88.0,0.0,3.0,31.0,39.0,0.0,0.0,24.0,12.0,5.0,12.0,16.0,115.0,13.0,14.0,11.0,2.0,79.0,219.0,27.0,0.0,1.0,41.0,89.0,3.0,11.0,20.0,21.0,0.0,0.0,27.0,7.0,6.0,18.0,23.0,105.0,13.0,14.0,11.0,2.0,79.0,219.0,27.0,1.0,0.0,41.0,76.0,3.0,5.0,14.0,18.0,0.0,0.0,24.0,7.0,4.0,12.0,16.0,99.0,13.0,14.0,11.0,2.0,79.0,219.0,27.0
0.0,1.0,36.0,67.0,6.0,12.0,13.0,20.0,0.0,0.0,22.0,3.0,4.0,21.0,24.0,91.0,18.0,16.0,7.0,7.0,78.0,209.0,26.0,0.0,0.0,38.0,94.0,1.0,7.0,7.0,9.0,0.0,0.0,30.0,10.0,2.0,12.0,18.0,84.0,18.0,16.0,7.0,7.0,78.0,209.0,26.0,1.0,0.0,55.0,86.0,6.0,9.0,14.0,16.0,0.0,0.0,28.0,0.0,0.0,0.0,19.0,130.0,18.0,16.0,7.0,7.0,78.0,209.0,26.0,0.0,1.0,40.0,86.0,1.0,9.0,23.0,30.0,0.0,0.0,25.0,4.0,6.0,19.0,24.0,104.0,18.0,16.0,7.0,7.0,78.0,209.0,26.0,0.0,0.0,47.0,94.0,6.0,13.0,19.0,22.0,0.0,0.0,34.0,7.0,10.0,22.0,32.0,119.0,18.0,16.0,7.0,7.0,78.0,209.0,26.0,0.0,0.0,35.0,75.0,2.0,9.0,26.0,27.0,0.0,0.0,22.0,0.0,0.0,0.0,20.0,98.0,18.0,16.0,7.0,7.0,78.0,209.0,26.0,1.0,0.0,38.0,77.0,2.0,4.0,24.0,30.0,0.0,0.0,23.0,6.0,8.0,15.0,20.0,102.0,13.0,14.0,11.0,2.0,79.0,219.0,27.0,1.0,0.0,41.0,81.0,4.0,10.0,36.0,38.0,0.0,0.0,21.0,6.0,8.0,12.0,24.0,122.0,13.0,14.0,11.0,2.0,79.0,219.0,27.0,1.0,1.0,42.0,88.0,0.0,3.0,31.0,39.0,0.0,0.0,24.0,12.0,5.0,12.0,16.0,115.0,13.0,14.0,11.0,2.0,79.0,219.0,27.0,0.0,1.0,41.0,89.0,3.0,11.0,20.0,21.0,0.0,0.0,27.0,7.0,6.0,18.0,23.0,105.0,13.0,14.0,11.0,2.0,79.0,219.0,27.0,1.0,0.0,41.0,76.0,3.0,5.0,14.0,18.0,0.0,0.0,24.0,7.0,4.0,12.0,16.0,99.0,13.0,14.0,11.0,2.0,79.0,219.0,27.0,1.0,1.0,44.0,81.0,5.0,10.0,20.0,25.0,0.0,0.0,25.0,11.0,4.0,20.0,23.0,113.0,13.0,14.0,11.0,2.0,79.0,219.0,27.0
0.0,0.0,38.0,94.0,1.0,7.0,7.0,9.0,0.0,0.0,30.0,10.0,2.0,12.0,18.0,84.0,18.0,16.0,7.0,7.0,78.0,209.0,26.0,1.0,0.0,55.0,86.0,6.0,9.0,14.0,16.0,0.0,0.0,28.0,0.0,0.0,0.0,19.0,130.0,18.0,16.0,7.0,7.0,78.0,209.0,26.0,0.0,1.0,40.0,86.0,1.0,9.0,23.0,30.0,0.0,0.0,25.0,4.0,6.0,19.0,24.0,104.0,18.0,16.0,7.0,7.0,78.0,209.0,26.0,0.0,0.0,47.0,94.0,6.0,13.0,19.0,22.0,0.0,0.0,34.0,7.0,10.0,22.0,32.0,119.0,18.0,16.0,7.0,7.0,78.0,209.0,26.0,0.0,0.0,35.0,75.0,2.0,9.0,26.0,27.0,0.0,0.0,22.0,0.0,0.0,0.0,20.0,98.0,18.0,16.0,7.0,7.0,78.0,209.0,26.0,0.0,0.0,43.0,102.0,4.0,13.0,12.0,17.0,0.0,0.0,29.0,10.0,2.0,18.0,28.0,102.0,18.0,16.0,7.0,7.0,78.0,209.0,26.0,1.0,0.0,41.0,81.0,4.0,10.0,36.0,38.0,0.0,0.0,21.0,6.0,8.0,12.0,24.0,122.0,13.0,14.0,11.0,2.0,79.0,219.0,27.0,1.0,1.0,42.0,88.0,0.0,3.0,31.0,39.0,0.0,0.0,24.0,12.0,5.0,12.0,16.0,115.0,13.0,14.0,11.0,2.0,79.0,219.0,27.0,0.0,1.0,41.0,89.0,3.0,11.0,20.0,21.0,0.0,0.0,27.0,7.0,6.0,18.0,23.0,105.0,13.0,14.0,11.0,2.0,79.0,219.0,27.0,1.0,0.0,41.0,76.0,3.0,5.0,14.0,18.0,0.0,0.0,24.0,7.0,4.0,12.0,16.0,99.0,13.0,14.0,11.0,2.0,79.0,219.0,27.0,1.0,1.0,44.0,81.0,5.0,10.0,20.0,25.0,0.0,0.0,25.0,11.0,4.0,20.0,23.0,113.0,13.0,14.0,11.0,2.0,79.0,219.0,27.0,0.0,1.0,31.0,75.0,4.0,13.0,26.0,36.0,0.0,0.0,21.0,8.0,6.0,16.0,22.0,92.0,13.0,14.0,11.0,2.0,79.0,219.0,27.0
