L,DEC 18, 1990,1990-91,Regular Season,00,NYK vs. LAL,44,88,1,6,8,14,None,None,33,10,1,10,21,97,18,16,7,7,78,209,26
W,NOV 11, 1990,1990-91,Regular Season,00,NYK @ LAL,46,85,1,3,16,19,5,30,30,6,3,13,20,109,18,16,7,7,78,209,26
L,MAR 10, 1992,1991-92,Regular Season,00,NYK vs. LAL,43,81,0,5,18,22,14,20,27,6,2,11,23,104,21,7,7,2,79,220,26
L,FEB 26, 1992,1991-92,Regular Season,00,NYK @ LAL,32,92,1,9,3,8,18,32,19,9,2,15,20,68,21,7,7,2,79,220,26
W,MAR 26, 1993,1992-93,Regular Season,00,NYK @ LAL,36,84,1,8,32,38,19,34,22,8,4,13,23,105,24,2,7,1,78,214,27
W,MAR 10, 1993,1992-93,Regular Season,00,NYK vs. LAL,46,90,3,9,15,23,14,35,28,8,1,18,27,110,24,2,7,1,78,214,27
W,DEC 16, 1993,1993-94,Regular Season,00,NYK vs. LAL,42,89,3,8,21,30,19,40,29,7,4,16,18,108,21,4,9,1,78,212,28
W,DEC 07, 1993,1993-94,Regular Season,00,NYK @ LAL,36,89,2,7,18,22,20,41,23,8,6,22,32,92,21,4,9,1,78,212,28
W,NOV 16, 1994,1994-95,Regular Season,00,NYK @ LAL,43,86,9,19,15,21,14,37,35,9,7,23,24,110,19,11,7,2,78,213,27
W,NOV 08, 1994,1994-95,Regular Season,00,NYK vs. LAL,40,76,9,20,28,35,10,34,31,3,10,22,29,117,19,11,7,2,78,213,27
L,FEB 26, 1996,1995-96,Regular Season,00,NYK @ LAL,39,82,5,15,13,18,9,24,19,7,4,13,16,96,22,19,17,4,78,217,29
W,DEC 12, 1995,1995-96,Regular Season,00,NYK vs. LAL,31,73,5,10,30,33,11,38,18,3,11,14,20,97,22,19,17,4,78,217,29
W,FEB 23, 1997,1996-97,Regular Season,00,NYK @ LAL,45,103,10,20,27,39,20,43,34,10,10,22,2,127,19,7,13,5,78,218,29
L,NOV 05, 1996,1996-97,Regular Season,00,NYK vs. LAL,36,83,9,21,11,19,14,24,20,10,4,14,27,92,19,7,13,5,78,218,29
W,MAR 01, 1998,1997-98,Regular Season,00,NYK vs. LAL,32,71,6,13,31,37,9,30,20,8,0,10,25,101,25,13,16,2,79,222,31
L,NOV 07, 1997,1997-98,Regular Season,00,NYK @ LAL,32,78,3,15,27,29,11,30,19,5,6,16,33,94,25,13,16,2,79,222,31
L,MAR 28, 1999,1998-99,Regular Season,00,NYK @ LAL,34,77,4,11,19,25,10,31,20,6,3,13,27,91,26,17,23,4,79,218,29
L,APR 02, 2000,1999-00,Regular Season,00,NYK @ LAL,34,91,6,14,8,8,12,25,17,4,2,7,23,82,27,29,27,2,79,222,29
L,MAR 19, 2000,1999-00,Regular Season,00,NYK vs. LAL,33,81,5,10,14,20,13,35,19,2,2,12,25,85,27,29,27,2,79,222,29
W,APR 01, 2001,2000-01,Regular Season,00,NYK @ LAL,30,75,2,12,17,19,12,31,12,4,3,12,25,79,28,25,29,1,79,217,28
W,JAN 28, 2001,2000-01,Regular Season,00,NYK vs. LAL,34,78,9,20,14,16,7,40,12,5,3,14,21,91,28,25,29,1,79,217,28
L,MAR 10, 2002,2001-02,Regular Season,00,NYK @ LAL,35,74,7,13,26,31,8,26,14,4,0,9,26,103,24,26,20,14,78,217,29
L,FEB 24, 2002,2001-02,Regular Season,00,NYK vs. LAL,37,85,5,21,12,18,16,26,19,7,3,14,20,91,24,26,20,14,78,217,29
W,FEB 16, 2003,2002-03,Regular Season,00,NYK @ LAL,42,78,9,16,24,29,7,29,27,6,3,13,20,117,11,29,11,20,78,220,27
L,FEB 06, 2003,2002-03,Regular Season,00,NYK vs. LAL,44,85,13,22,8,16,8,24,30,15,2,18,28,109,11,29,11,20,78,220,27
L,DEC 09, 2003,2003-04,Regular Season,00,NYK @ LAL,36,85,5,19,13,17,15,37,16,5,2,21,30,90,16,13,16,13,80,227,27
L,NOV 19, 2003,2003-04,Regular Season,00,NYK vs. LAL,36,84,5,19,6,6,7,34,17,4,3,20,34,83,16,13,16,13,80,227,27
L,MAR 29, 2005,2004-05,Regular Season,00,NYK @ LAL,35,76,12,24,25,27,12,25,27,6,1,16,30,107,14,22,24,18,80,229,25
W,FEB 28, 2005,2004-05,Regular Season,00,NYK vs. LAL,44,88,7,14,22,31,10,32,28,14,5,10,26,117,14,22,24,18,80,229,25
L,JAN 31, 2006,2005-06,Regular Season,00,NYK vs. LAL,36,86,5,16,20,24,11,24,25,8,0,13,33,97,20,13,30,27,78,233,25
L,NOV 16, 2005,2005-06,Regular Season,00,NYK @ LAL,40,89,2,9,10,16,19,19,29,7,9,13,18,92,20,13,30,27,78,233,25
W,FEB 13, 2007,2006-07,Regular Season,00,NYK @ LAL,39,78,6,20,23,32,13,28,22,4,3,11,21,107,16,5,28,20,79,235,25
W,JAN 30, 2007,2006-07,Regular Season,00,NYK vs. LAL,37,75,5,13,20,26,14,34,15,6,3,21,16,99,16,5,28,20,79,235,25
L,JAN 29, 2008,2007-08,Regular Season,00,NYK @ LAL,40,90,9,14,20,23,14,31,23,8,3,11,26,109,21,10,30,22,79,234,25
L,DEC 23, 2007,2007-08,Regular Season,00,NYK vs. LAL,30,76,3,19,27,38,17,35,7,2,0,17,22,90,21,10,30,22,79,234,25
L,FEB 02, 2009,2008-09,Regular Season,00,NYK vs. LAL,41,93,7,27,28,33,14,27,21,8,1,13,29,117,4,8,11,28,79,225,24
L,DEC 16, 2008,2008-09,Regular Season,00,NYK @ LAL,37,81,13,31,27,28,8,30,28,6,3,14,20,114,4,8,11,28,79,225,24
L,JAN 22, 2010,2009-10,Regular Season,00,NYK vs. LAL,41,91,6,22,17,21,13,29,23,2,2,6,24,105,9,23,13,28,78,223,25
L,NOV 24, 2009,2009-10,Regular Season,00,NYK @ LAL,35,90,11,33,9,12,9,27,25,13,6,14,23,90,9,23,13,28,78,223,25
L,FEB 11, 2011,2010-11,Regular Season,00,NYK vs. LAL,35,85,5,20,21,24,13,31,22,9,2,18,22,96,2,20,15,28,78,218,26
L,JAN 09, 2011,2010-11,Regular Season,00,NYK @ LAL,31,86,8,25,17,25,7,35,21,9,11,12,24,87,2,20,15,28,78,218,26
W,FEB 10, 2012,2011-12,Regular Season,00,NYK vs. LAL,33,77,5,21,21,34,8,33,16,9,1,14,17,92,11,18,18,11,79,227,26
