1,37,23
0,39,22
1,40,23
1,32,13
0,35,21
0,35,28
0,33,17
0,27,22
0,35,17
0,37,33
1,48,11
0,34,10
0,42,29
1,32,28
0,30,25
1,31,35
1,36,23
1,39,24
1,34,19
0,23,26
0,28,18
1,46,18
1,42,14
0,41,16
1,42,21
1,34,28
1,32,37
1,39,29
0,36,31
1,39,43
1,38,19
0,37,21
0,37,10
1,43,23
1,37,13
1,44,31
1,45,20
1,39,25
1,40,15
1,45,17
1,38,25
0,30,19
1,38,14
1,37,21
0,35,25
1,48,13
0,39,14
