0,44,8
1,46,16
0,43,18
0,32,3
1,36,32
1,46,15
1,42,21
1,36,18
1,43,15
1,40,28
0,39,13
1,31,30
1,45,27
0,36,11
1,32,31
0,32,27
0,34,19
0,34,8
0,33,14
1,30,17
1,34,14
0,35,26
0,37,12
1,42,24
0,44,8
0,36,13
0,36,6
0,35,25
1,44,22
0,36,20
0,40,10
1,39,23
1,37,20
0,40,20
0,30,27
0,41,28
0,37,27
0,41,17
0,35,9
0,35,21
0,31,17
1,33,21
0,21,34
0,38,9
1,42,20
0,36,20
1,43,13
