52.0,56.0,35.0,66.0,53.0,52.0,70.0,57.0,66.0,58.0,53.0,55.0
56.0,35.0,66.0,53.0,52.0,50.0,57.0,66.0,58.0,53.0,55.0,58.0
35.0,66.0,53.0,52.0,50.0,62.0,66.0,58.0,53.0,55.0,58.0,61.0
66.0,53.0,52.0,50.0,62.0,63.0,58.0,53.0,55.0,58.0,61.0,57.0
53.0,52.0,50.0,62.0,63.0,45.0,53.0,55.0,58.0,61.0,57.0,46.0
52.0,50.0,62.0,63.0,45.0,62.0,55.0,58.0,61.0,57.0,46.0,66.0
50.0,62.0,63.0,45.0,62.0,51.0,58.0,61.0,57.0,46.0,66.0,69.0
62.0,63.0,45.0,62.0,51.0,68.0,61.0,57.0,46.0,66.0,69.0,63.0
63.0,45.0,62.0,51.0,68.0,76.0,57.0,46.0,66.0,69.0,63.0,68.0
45.0,62.0,51.0,68.0,76.0,63.0,46.0,66.0,69.0,63.0,68.0,77.0
62.0,51.0,68.0,76.0,63.0,55.0,66.0,69.0,63.0,68.0,77.0,58.0
51.0,68.0,76.0,63.0,55.0,65.0,69.0,63.0,68.0,77.0,58.0,51.0
68.0,76.0,63.0,55.0,65.0,59.0,63.0,68.0,77.0,58.0,51.0,64.0
76.0,63.0,55.0,65.0,59.0,61.0,68.0,77.0,58.0,51.0,64.0,59.0
63.0,55.0,65.0,59.0,61.0,65.0,77.0,58.0,51.0,64.0,59.0,66.0
55.0,65.0,59.0,61.0,65.0,60.0,58.0,51.0,64.0,59.0,66.0,63.0
65.0,59.0,61.0,65.0,60.0,62.0,51.0,64.0,59.0,66.0,63.0,57.0
59.0,61.0,65.0,60.0,62.0,63.0,64.0,59.0,66.0,63.0,57.0,66.0
61.0,65.0,60.0,62.0,63.0,44.0,59.0,66.0,63.0,57.0,66.0,64.0
65.0,60.0,62.0,63.0,44.0,58.0,66.0,63.0,57.0,66.0,64.0,54.0
60.0,62.0,63.0,44.0,58.0,62.0,63.0,57.0,66.0,64.0,54.0,51.0
62.0,63.0,44.0,58.0,62.0,35.0,57.0,66.0,64.0,54.0,51.0,45.0
63.0,44.0,58.0,62.0,35.0,55.0,66.0,64.0,54.0,51.0,45.0,73.0
44.0,58.0,62.0,35.0,55.0,53.0,64.0,54.0,51.0,45.0,73.0,60.0
58.0,62.0,35.0,55.0,53.0,54.0,54.0,51.0,45.0,73.0,60.0,59.0
62.0,35.0,55.0,53.0,54.0,61.0,51.0,45.0,73.0,60.0,59.0,57.0
35.0,55.0,53.0,54.0,61.0,62.0,45.0,73.0,60.0,59.0,57.0,63.0
55.0,53.0,54.0,61.0,62.0,53.0,73.0,60.0,59.0,57.0,63.0,57.0
53.0,54.0,61.0,62.0,53.0,47.0,60.0,59.0,57.0,63.0,57.0,52.0
54.0,61.0,62.0,53.0,47.0,71.0,59.0,57.0,63.0,57.0,52.0,67.0
61.0,62.0,53.0,47.0,71.0,60.0,57.0,63.0,57.0,52.0,67.0,59.0
62.0,53.0,47.0,71.0,60.0,70.0,63.0,57.0,52.0,67.0,59.0,58.0
53.0,47.0,71.0,60.0,70.0,61.0,57.0,52.0,67.0,59.0,58.0,58.0
47.0,71.0,60.0,70.0,61.0,76.0,52.0,67.0,59.0,58.0,58.0,65.0
71.0,60.0,70.0,61.0,76.0,59.0,67.0,59.0,58.0,58.0,65.0,70.0
60.0,70.0,61.0,76.0,59.0,52.0,59.0,58.0,58.0,65.0,70.0,56.0
70.0,61.0,76.0,59.0,52.0,63.0,58.0,58.0,65.0,70.0,56.0,68.0
61.0,76.0,59.0,52.0,63.0,72.0,58.0,65.0,70.0,56.0,68.0,57.0
76.0,59.0,52.0,63.0,72.0,64.0,65.0,70.0,56.0,68.0,57.0,75.0
59.0,52.0,63.0,72.0,64.0,66.0,70.0,56.0,68.0,57.0,75.0,67.0
52.0,63.0,72.0,64.0,66.0,59.0,56.0,68.0,57.0,75.0,67.0,56.0
63.0,72.0,64.0,66.0,59.0,46.0,68.0,57.0,75.0,67.0,56.0,71.0
72.0,64.0,66.0,59.0,46.0,55.0,57.0,75.0,67.0,56.0,71.0,57.0
64.0,66.0,59.0,46.0,55.0,64.0,75.0,67.0,56.0,71.0,57.0,54.0
66.0,59.0,46.0,55.0,64.0,58.0,67.0,56.0,71.0,57.0,54.0,62.0
59.0,46.0,55.0,64.0,58.0,54.0,56.0,71.0,57.0,54.0,62.0,69.0
46.0,55.0,64.0,58.0,54.0,51.0,71.0,57.0,54.0,62.0,69.0,55.0
55.0,64.0,58.0,54.0,51.0,59.0,57.0,54.0,62.0,69.0,55.0,57.0
64.0,58.0,54.0,51.0,59.0,70.0,54.0,62.0,69.0,55.0,57.0,54.0
58.0,54.0,51.0,59.0,70.0,61.0,62.0,69.0,55.0,57.0,54.0,50.0
54.0,51.0,59.0,70.0,61.0,68.0,69.0,55.0,57.0,54.0,50.0,54.0
51.0,59.0,70.0,61.0,68.0,51.0,55.0,57.0,54.0,50.0,54.0,49.0
59.0,70.0,61.0,68.0,51.0,58.0,57.0,54.0,50.0,54.0,49.0,49.0
70.0,61.0,68.0,51.0,58.0,63.0,54.0,50.0,54.0,49.0,49.0,66.0
61.0,68.0,51.0,58.0,63.0,64.0,50.0,54.0,49.0,49.0,66.0,66.0
68.0,51.0,58.0,63.0,64.0,63.0,54.0,49.0,49.0,66.0,66.0,53.0
51.0,58.0,63.0,64.0,63.0,48.0,49.0,49.0,66.0,66.0,53.0,52.0
58.0,63.0,64.0,63.0,48.0,53.0,49.0,66.0,66.0,53.0,52.0,61.0
63.0,64.0,63.0,48.0,53.0,61.0,66.0,66.0,53.0,52.0,61.0,64.0
64.0,63.0,48.0,53.0,61.0,80.0,66.0,53.0,52.0,61.0,64.0,65.0
63.0,48.0,53.0,61.0,80.0,54.0,53.0,52.0,61.0,64.0,65.0,60.0
48.0,53.0,61.0,80.0,54.0,60.0,52.0,61.0,64.0,65.0,60.0,51.0
53.0,61.0,80.0,54.0,60.0,64.0,61.0,64.0,65.0,60.0,51.0,53.0
61.0,80.0,54.0,60.0,64.0,57.0,64.0,65.0,60.0,51.0,53.0,54.0
80.0,54.0,60.0,64.0,57.0,53.0,65.0,60.0,51.0,53.0,54.0,56.0
54.0,60.0,64.0,57.0,53.0,56.0,60.0,51.0,53.0,54.0,56.0,63.0
60.0,64.0,57.0,53.0,56.0,49.0,51.0,53.0,54.0,56.0,63.0,61.0
64.0,57.0,53.0,56.0,49.0,43.0,53.0,54.0,56.0,63.0,61.0,66.0
57.0,53.0,56.0,49.0,43.0,52.0,54.0,56.0,63.0,61.0,66.0,66.0
53.0,56.0,49.0,43.0,52.0,61.0,56.0,63.0,61.0,66.0,66.0,48.0
56.0,49.0,43.0,52.0,61.0,56.0,63.0,61.0,66.0,66.0,48.0,69.0
49.0,43.0,52.0,61.0,56.0,73.0,61.0,66.0,66.0,48.0,69.0,56.0
43.0,52.0,61.0,56.0,73.0,71.0,66.0,66.0,48.0,69.0,56.0,54.0
52.0,61.0,56.0,73.0,71.0,64.0,66.0,48.0,69.0,56.0,54.0,62.0
61.0,56.0,73.0,71.0,64.0,54.0,48.0,69.0,56.0,54.0,62.0,62.0
56.0,73.0,71.0,64.0,54.0,55.0,69.0,56.0,54.0,62.0,62.0,72.0
73.0,71.0,64.0,54.0,55.0,53.0,56.0,54.0,62.0,62.0,72.0,77.0
71.0,64.0,54.0,55.0,53.0,58.0,54.0,62.0,62.0,72.0,77.0,59.0
64.0,54.0,55.0,53.0,58.0,61.0,62.0,62.0,72.0,77.0,59.0,57.0
54.0,55.0,53.0,58.0,61.0,74.0,62.0,72.0,77.0,59.0,57.0,62.0
55.0,53.0,58.0,61.0,74.0,56.0,72.0,77.0,59.0,57.0,62.0,69.0
53.0,58.0,61.0,74.0,56.0,54.0,77.0,59.0,57.0,62.0,69.0,50.0
58.0,61.0,74.0,56.0,54.0,63.0,59.0,57.0,62.0,69.0,50.0,68.0
61.0,74.0,56.0,54.0,63.0,53.0,57.0,62.0,69.0,50.0,68.0,61.0
74.0,56.0,54.0,63.0,53.0,59.0,62.0,69.0,50.0,68.0,61.0,56.0
56.0,54.0,63.0,53.0,59.0,65.0,69.0,50.0,68.0,61.0,56.0,57.0
54.0,63.0,53.0,59.0,65.0,56.0,50.0,68.0,61.0,56.0,57.0,68.0
63.0,53.0,59.0,65.0,56.0,67.0,68.0,61.0,56.0,57.0,68.0,62.0
53.0,59.0,65.0,56.0,67.0,75.0,61.0,56.0,57.0,68.0,62.0,61.0
59.0,65.0,56.0,67.0,75.0,53.0,56.0,57.0,68.0,62.0,61.0,66.0
65.0,56.0,67.0,75.0,53.0,66.0,57.0,68.0,62.0,61.0,66.0,52.0
56.0,67.0,75.0,53.0,66.0,57.0,68.0,62.0,61.0,66.0,52.0,57.0
67.0,75.0,53.0,66.0,57.0,68.0,62.0,61.0,66.0,52.0,57.0,56.0
75.0,53.0,66.0,57.0,68.0,47.0,61.0,66.0,52.0,57.0,56.0,60.0
53.0,66.0,57.0,68.0,47.0,52.0,66.0,52.0,57.0,56.0,60.0,61.0
66.0,57.0,68.0,47.0,52.0,63.0,52.0,57.0,56.0,60.0,61.0,66.0
57.0,68.0,47.0,52.0,63.0,72.0,57.0,56.0,60.0,61.0,66.0,60.0
68.0,47.0,52.0,63.0,72.0,65.0,56.0,60.0,61.0,66.0,60.0,56.0
47.0,52.0,63.0,72.0,65.0,72.0,60.0,61.0,66.0,60.0,56.0,56.0
52.0,63.0,72.0,65.0,72.0,60.0,61.0,66.0,60.0,56.0,56.0,63.0
63.0,72.0,65.0,72.0,60.0,61.0,66.0,60.0,56.0,56.0,63.0,63.0
72.0,65.0,72.0,60.0,61.0,60.0,60.0,56.0,56.0,63.0,63.0,68.0
65.0,72.0,60.0,61.0,60.0,65.0,56.0,56.0,63.0,63.0,68.0,59.0
72.0,60.0,61.0,60.0,65.0,60.0,56.0,63.0,63.0,68.0,59.0,58.0
60.0,61.0,60.0,65.0,60.0,48.0,63.0,63.0,68.0,59.0,58.0,66.0
61.0,60.0,65.0,60.0,48.0,48.0,63.0,68.0,59.0,58.0,66.0,63.0
60.0,65.0,60.0,48.0,48.0,55.0,68.0,59.0,58.0,66.0,63.0,71.0
65.0,60.0,48.0,48.0,55.0,56.0,59.0,58.0,66.0,63.0,71.0,54.0
60.0,48.0,48.0,55.0,56.0,71.0,58.0,66.0,63.0,71.0,54.0,61.0
48.0,48.0,55.0,56.0,71.0,69.0,66.0,63.0,71.0,54.0,61.0,56.0
48.0,55.0,56.0,71.0,69.0,60.0,63.0,71.0,54.0,61.0,56.0,74.0
55.0,56.0,71.0,69.0,60.0,65.0,71.0,54.0,61.0,56.0,74.0,70.0
56.0,71.0,69.0,60.0,65.0,67.0,54.0,61.0,56.0,74.0,70.0,65.0
71.0,69.0,60.0,65.0,67.0,68.0,61.0,56.0,74.0,70.0,65.0,61.0
69.0,60.0,65.0,67.0,68.0,60.0,56.0,74.0,70.0,65.0,61.0,71.0
60.0,65.0,67.0,68.0,60.0,63.0,74.0,70.0,65.0,61.0,71.0,57.0
65.0,67.0,68.0,60.0,63.0,65.0,70.0,65.0,61.0,71.0,57.0,54.0
67.0,68.0,60.0,63.0,65.0,62.0,65.0,61.0,71.0,57.0,54.0,67.0
68.0,60.0,63.0,65.0,62.0,64.0,61.0,71.0,57.0,54.0,67.0,71.0
60.0,63.0,65.0,62.0,64.0,58.0,71.0,57.0,54.0,67.0,71.0,53.0
63.0,65.0,62.0,64.0,58.0,58.0,57.0,54.0,67.0,71.0,53.0,66.0
65.0,62.0,64.0,58.0,58.0,67.0,54.0,67.0,71.0,53.0,66.0,57.0
62.0,64.0,58.0,58.0,67.0,67.0,67.0,71.0,53.0,66.0,57.0,61.0
64.0,58.0,58.0,67.0,67.0,59.0,71.0,53.0,66.0,57.0,61.0,52.0
58.0,58.0,67.0,67.0,59.0,71.0,53.0,66.0,57.0,61.0,52.0,58.0
58.0,67.0,67.0,59.0,71.0,55.0,66.0,57.0,61.0,52.0,58.0,63.0
67.0,67.0,59.0,71.0,55.0,65.0,57.0,61.0,52.0,58.0,63.0,51.0
67.0,59.0,71.0,55.0,65.0,60.0,61.0,52.0,58.0,63.0,51.0,57.0
59.0,71.0,55.0,65.0,60.0,55.0,52.0,58.0,63.0,51.0,57.0,54.0
71.0,55.0,65.0,60.0,55.0,57.0,58.0,63.0,51.0,57.0,54.0,50.0
55.0,65.0,60.0,55.0,57.0,63.0,63.0,51.0,57.0,54.0,50.0,57.0
65.0,60.0,55.0,57.0,63.0,56.0,51.0,57.0,54.0,50.0,57.0,51.0
60.0,55.0,57.0,63.0,56.0,62.0,57.0,54.0,50.0,57.0,51.0,62.0
55.0,57.0,63.0,56.0,62.0,60.0,54.0,50.0,57.0,51.0,62.0,61.0
57.0,63.0,56.0,62.0,60.0,43.0,50.0,57.0,51.0,62.0,61.0,51.0
63.0,56.0,62.0,60.0,43.0,63.0,57.0,51.0,62.0,61.0,51.0,50.0
56.0,62.0,60.0,43.0,63.0,63.0,51.0,62.0,61.0,51.0,50.0,58.0
62.0,60.0,43.0,63.0,63.0,71.0,62.0,61.0,51.0,50.0,58.0,53.0
60.0,43.0,63.0,63.0,71.0,67.0,61.0,51.0,50.0,58.0,53.0,60.0
43.0,63.0,63.0,71.0,67.0,55.0,51.0,50.0,58.0,53.0,60.0,66.0
63.0,63.0,71.0,67.0,55.0,58.0,50.0,58.0,53.0,60.0,66.0,74.0
63.0,71.0,67.0,55.0,58.0,58.0,58.0,53.0,60.0,66.0,74.0,68.0
71.0,67.0,55.0,58.0,58.0,65.0,53.0,60.0,66.0,74.0,68.0,74.0
67.0,55.0,58.0,58.0,65.0,48.0,60.0,66.0,74.0,68.0,74.0,69.0
55.0,58.0,58.0,65.0,48.0,54.0,66.0,74.0,68.0,74.0,69.0,54.0
58.0,58.0,65.0,48.0,54.0,47.0,74.0,68.0,74.0,69.0,54.0,58.0
58.0,65.0,48.0,54.0,47.0,65.0,68.0,74.0,69.0,54.0,58.0,64.0
65.0,48.0,54.0,47.0,65.0,52.0,74.0,69.0,54.0,58.0,64.0,72.0
48.0,54.0,47.0,65.0,52.0,54.0,69.0,54.0,58.0,64.0,72.0,62.0
54.0,47.0,65.0,52.0,54.0,56.0,54.0,58.0,64.0,72.0,62.0,60.0
47.0,65.0,52.0,54.0,56.0,57.0,58.0,64.0,72.0,62.0,60.0,75.0
65.0,52.0,54.0,56.0,57.0,52.0,64.0,72.0,62.0,60.0,75.0,73.0
52.0,54.0,56.0,57.0,52.0,53.0,72.0,62.0,60.0,75.0,73.0,65.0
54.0,56.0,57.0,52.0,53.0,55.0,62.0,60.0,75.0,73.0,65.0,58.0
56.0,57.0,52.0,53.0,55.0,63.0,60.0,75.0,73.0,65.0,58.0,59.0
57.0,52.0,53.0,55.0,63.0,64.0,75.0,73.0,65.0,58.0,59.0,68.0
52.0,53.0,55.0,63.0,64.0,52.0,73.0,65.0,58.0,59.0,68.0,70.0
53.0,55.0,63.0,64.0,52.0,62.0,65.0,58.0,59.0,68.0,70.0,67.0
55.0,63.0,64.0,52.0,62.0,57.0,58.0,59.0,68.0,70.0,67.0,60.0
63.0,64.0,52.0,62.0,57.0,70.0,59.0,68.0,70.0,67.0,60.0,51.0
64.0,52.0,62.0,57.0,70.0,67.0,68.0,70.0,67.0,60.0,51.0,55.0
52.0,62.0,57.0,70.0,67.0,52.0,70.0,67.0,60.0,51.0,55.0,55.0
62.0,57.0,70.0,67.0,52.0,48.0,67.0,60.0,51.0,55.0,55.0,58.0
57.0,70.0,67.0,52.0,48.0,57.0,60.0,51.0,55.0,55.0,58.0,58.0
70.0,67.0,52.0,48.0,57.0,66.0,51.0,55.0,55.0,58.0,58.0,48.0
67.0,52.0,48.0,57.0,66.0,52.0,55.0,55.0,58.0,58.0,48.0,61.0
52.0,48.0,57.0,66.0,52.0,50.0,55.0,58.0,58.0,48.0,61.0,61.0
48.0,57.0,66.0,52.0,50.0,54.0,58.0,58.0,48.0,61.0,61.0,57.0
57.0,66.0,52.0,50.0,54.0,55.0,58.0,48.0,61.0,61.0,57.0,72.0
66.0,52.0,50.0,54.0,55.0,57.0,48.0,61.0,61.0,57.0,72.0,52.0
52.0,50.0,54.0,55.0,57.0,66.0,61.0,61.0,57.0,72.0,52.0,59.0
50.0,54.0,55.0,57.0,66.0,64.0,61.0,57.0,72.0,52.0,59.0,52.0
54.0,55.0,57.0,66.0,64.0,64.0,57.0,72.0,52.0,59.0,52.0,50.0
55.0,57.0,66.0,64.0,64.0,58.0,72.0,52.0,59.0,52.0,50.0,65.0
57.0,66.0,64.0,64.0,58.0,70.0,52.0,59.0,52.0,50.0,65.0,58.0
66.0,64.0,64.0,58.0,70.0,48.0,59.0,52.0,50.0,65.0,58.0,62.0
64.0,64.0,58.0,70.0,48.0,66.0,52.0,50.0,65.0,58.0,62.0,45.0
64.0,58.0,70.0,48.0,66.0,57.0,50.0,65.0,58.0,62.0,45.0,54.0
58.0,70.0,48.0,66.0,57.0,52.0,65.0,58.0,62.0,45.0,54.0,48.0
70.0,48.0,66.0,57.0,52.0,62.0,58.0,62.0,45.0,54.0,48.0,71.0
48.0,66.0,57.0,52.0,62.0,52.0,62.0,45.0,54.0,48.0,71.0,55.0
66.0,57.0,52.0,62.0,52.0,49.0,45.0,54.0,48.0,71.0,55.0,54.0
57.0,52.0,62.0,52.0,49.0,62.0,54.0,48.0,71.0,55.0,54.0,58.0
52.0,62.0,52.0,49.0,62.0,57.0,48.0,71.0,55.0,54.0,58.0,61.0
62.0,52.0,49.0,62.0,57.0,57.0,71.0,55.0,54.0,58.0,61.0,67.0
52.0,49.0,62.0,57.0,57.0,45.0,55.0,54.0,58.0,61.0,67.0,52.0
49.0,62.0,57.0,57.0,45.0,53.0,54.0,58.0,61.0,67.0,52.0,55.0
62.0,57.0,57.0,45.0,53.0,37.0,58.0,61.0,67.0,52.0,55.0,55.0
57.0,57.0,45.0,53.0,37.0,46.0,61.0,67.0,52.0,55.0,55.0,57.0
57.0,45.0,53.0,37.0,46.0,51.0,67.0,52.0,55.0,55.0,57.0,53.0
45.0,53.0,37.0,46.0,51.0,60.0,52.0,55.0,55.0,57.0,53.0,57.0
53.0,37.0,46.0,51.0,60.0,47.0,55.0,55.0,57.0,53.0,57.0,55.0
37.0,46.0,51.0,60.0,47.0,62.0,55.0,57.0,53.0,57.0,55.0,50.0
46.0,51.0,60.0,47.0,62.0,59.0,57.0,53.0,57.0,55.0,50.0,47.0
51.0,60.0,47.0,62.0,59.0,50.0,53.0,57.0,55.0,50.0,47.0,66.0
60.0,47.0,62.0,59.0,50.0,55.0,57.0,55.0,50.0,47.0,66.0,63.0
47.0,62.0,59.0,50.0,55.0,56.0,55.0,50.0,47.0,66.0,63.0,65.0
62.0,59.0,50.0,55.0,56.0,48.0,50.0,47.0,66.0,63.0,65.0,56.0
59.0,50.0,55.0,56.0,48.0,68.0,47.0,66.0,63.0,65.0,56.0,52.0
50.0,55.0,56.0,48.0,68.0,62.0,66.0,63.0,65.0,56.0,52.0,57.0
55.0,56.0,48.0,68.0,62.0,60.0,63.0,65.0,56.0,52.0,57.0,59.0
56.0,48.0,68.0,62.0,60.0,56.0,65.0,56.0,52.0,57.0,59.0,61.0
48.0,68.0,62.0,60.0,56.0,55.0,56.0,52.0,57.0,59.0,61.0,55.0
68.0,62.0,60.0,56.0,55.0,58.0,52.0,57.0,59.0,61.0,55.0,59.0
62.0,60.0,56.0,55.0,58.0,58.0,57.0,59.0,61.0,55.0,59.0,52.0
60.0,56.0,55.0,58.0,58.0,66.0,59.0,61.0,55.0,59.0,52.0,64.0
56.0,55.0,58.0,58.0,66.0,66.0,61.0,55.0,59.0,52.0,64.0,69.0
55.0,58.0,58.0,66.0,66.0,56.0,55.0,59.0,52.0,64.0,69.0,51.0
