0.0,1.0,66.0,0.0,56.0,0.0,50.0,1.0,62.0,1.0,57.0,0.0,60.0,0.0,98.0,1.0,125.0,1.0,76.0,0.0,79.0,0.0,57.0,1.0,89.0
0.0,0.0,56.0,0.0,50.0,1.0,62.0,1.0,57.0,0.0,60.0,0.0,57.0,1.0,125.0,1.0,76.0,0.0,79.0,0.0,57.0,1.0,89.0,1.0,63.0
0.0,0.0,50.0,1.0,62.0,1.0,57.0,0.0,60.0,0.0,57.0,0.0,69.0,1.0,76.0,0.0,79.0,0.0,57.0,1.0,89.0,1.0,63.0,1.0,106.0
0.0,1.0,62.0,1.0,57.0,0.0,60.0,0.0,57.0,0.0,69.0,0.0,64.0,0.0,79.0,0.0,57.0,1.0,89.0,1.0,63.0,1.0,106.0,1.0,85.0
0.0,1.0,57.0,0.0,60.0,0.0,57.0,0.0,69.0,0.0,64.0,0.0,58.0,0.0,57.0,1.0,89.0,1.0,63.0,1.0,106.0,1.0,85.0,1.0,89.0
0.0,0.0,60.0,0.0,57.0,0.0,69.0,0.0,64.0,0.0,58.0,0.0,44.0,1.0,89.0,1.0,63.0,1.0,106.0,1.0,85.0,1.0,89.0,1.0,70.0
0.0,0.0,57.0,0.0,69.0,0.0,64.0,0.0,58.0,0.0,44.0,0.0,56.0,1.0,63.0,1.0,106.0,1.0,85.0,1.0,89.0,1.0,70.0,1.0,79.0
1.0,0.0,69.0,0.0,64.0,0.0,58.0,0.0,44.0,0.0,56.0,0.0,48.0,1.0,106.0,1.0,85.0,1.0,89.0,1.0,70.0,1.0,79.0,1.0,88.0
0.0,0.0,64.0,0.0,58.0,0.0,44.0,0.0,56.0,0.0,48.0,1.0,54.0,1.0,85.0,1.0,89.0,1.0,70.0,1.0,79.0,1.0,88.0,0.0,68.0
0.0,0.0,58.0,0.0,44.0,0.0,56.0,0.0,48.0,1.0,54.0,0.0,55.0,1.0,89.0,1.0,70.0,1.0,79.0,1.0,88.0,0.0,68.0,1.0,66.0
1.0,0.0,44.0,0.0,56.0,0.0,48.0,1.0,54.0,0.0,55.0,0.0,47.0,1.0,70.0,1.0,79.0,1.0,88.0,0.0,68.0,1.0,66.0,1.0,79.0
0.0,0.0,56.0,0.0,48.0,1.0,54.0,0.0,55.0,0.0,47.0,1.0,62.0,1.0,79.0,1.0,88.0,0.0,68.0,1.0,66.0,1.0,79.0,0.0,85.0
1.0,0.0,48.0,1.0,54.0,0.0,55.0,0.0,47.0,1.0,62.0,0.0,56.0,1.0,88.0,0.0,68.0,1.0,66.0,1.0,79.0,0.0,85.0,1.0,74.0
