Year,Label,MainPlayerNumbers,TeamPPG,TeamRPG,TeamAPG,TeamOPPG,HeadCoaches,Home/Road,AgeAvg,HeightAvg,WeightAvg,PlayerPTSTotal,PlayerREBTotal,PlayerASTTotal,PlayerPIETotal,ForbesValue,lineups,BettingOfficeValue
2013,1,null,20,27,28,8,Mike Woodson:Derek Fisher,h,27.3529,null,220.7059,

